"","gene","n_TE_hits","repeat_classes"
"2129","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"2130","AT3G22053",3,"DNA/Helitron"
"2131","AT3G60700",1,"LTR/Copia"
"2132","AT4G04110",5,"LTR/Copia"
"2133","AT4G19720",1,"SINE/tRNA"
"2134","AT4G19730",1,"LTR/Gypsy"
"2135","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2136","AT4G19770",2,"LTR/Copia"
"2137","AT5G17890",3,"DNA/Helitron"
"2138","AT5G34828",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2139","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2140","AT5G38350",1,"DNA/MULE-MuDR"
"2141","AT5G38540",3,"DNA/Helitron"
"2142","AT5G38550",1,"LINE/L1"
"2143","AT5G39330",1,"DNA/Helitron"
"2144","AT5G41170",1,"DNA/Helitron"
"2145","AT5G42232",1,"DNA/Helitron"
"2146","AT1G12300",1,"LINE/unknown"
"2147","AT1G33220",1,"LINE/L1"
"2148","AT1G34792",1,"LTR/Gypsy"
"2149","AT1G34795",2,"LTR/Gypsy"
"2150","AT1G34800",2,"LTR/Gypsy"
"2151","AT1G34825",2,"LTR/Gypsy"
"2152","AT1G34840",1,"LTR/Gypsy"
"2153","AT1G35035",1,"LTR/Gypsy"
"2154","AT1G45063",1,"DNA/Helitron"
"2155","AT1G62910",2,"SINE/tRNA, LTR/Copia"
"2156","AT1G62914",1,"LINE/unknown"
"2157","AT1G62930",2,"SINE/tRNA, LTR/Copia"
"2158","AT2G03913",1,"DNA/Helitron"
"2159","AT2G15010",1,"LTR/Copia"
"2160","AT2G24615",1,"DNA/Helitron"
"2161","AT2G24625",2,"DNA/Helitron"
"2162","AT2G29350",2,"LINE/unknown, SINE/tRNA"
"2163","AT2G29360",1,"SINE/tRNA"
"2164","AT3G22040",1,"LTR/unknown"
"2165","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"2166","AT3G22053",3,"DNA/Helitron"
"2167","AT3G60700",1,"LTR/Copia"
"2168","AT4G04110",5,"LTR/Copia"
"2169","AT4G11760",2,"LTR/Copia"
"2170","AT4G19720",1,"SINE/tRNA"
"2171","AT4G19730",2,"LTR/Gypsy"
"2172","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2173","AT4G19770",2,"LTR/Copia"
"2174","AT4G20530",1,"DNA/Helitron"
"2175","AT4G20580",1,"DNA/Helitron"
"2176","AT4G20670",1,"DNA/Helitron"
"2177","AT4G20680",1,"LTR/Ty3"
"2178","AT5G17890",2,"DNA/Helitron"
"2179","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2180","AT5G38550",2,"LINE/L1"
"2181","AT5G39330",1,"DNA/Helitron"
"2182","AT5G41170",1,"DNA/Helitron"
"2183","AT1G12300",1,"LINE/unknown"
"2184","AT1G33220",2,"LINE/unknown, LINE/L1"
"2185","AT1G34792",1,"LTR/Gypsy"
"2186","AT1G34795",2,"LTR/Gypsy"
"2187","AT1G34800",3,"LTR/Gypsy"
"2188","AT1G34805",1,"LTR/Gypsy"
"2189","AT1G34810",4,"DNA/Helitron, LTR/Gypsy"
"2190","AT1G34825",8,"DNA/Helitron, LTR/Gypsy"
"2191","AT1G34830",6,"DNA/Helitron, LTR/Gypsy"
"2192","AT1G34840",4,"DNA/Helitron, LTR/Gypsy"
"2193","AT1G58242",2,"LTR/unknown, LTR/Copia"
"2194","AT1G60095",1,"SINE/tRNA"
"2195","AT1G62680",1,"LTR/Copia"
"2196","AT1G62910",1,"LINE/unknown"
"2197","AT1G62914",1,"LINE/unknown"
"2198","AT1G62930",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"2199","AT1G64030",2,"LTR/unknown, LTR/Copia"
"2200","AT2G03913",3,"DNA/Helitron"
"2201","AT2G03933",2,"DNA/Helitron"
"2202","AT2G03937",3,"DNA/Helitron"
"2203","AT2G15010",1,"LTR/Copia"
"2204","AT2G24615",2,"DNA/Helitron"
"2205","AT2G24625",1,"DNA/Helitron"
"2206","AT2G29350",2,"LINE/unknown, SINE/tRNA"
"2207","AT2G29360",1,"SINE/tRNA"
"2208","AT3G22050",2,"LTR/unknown, DNA/Helitron"
"2209","AT3G22053",3,"DNA/Helitron"
"2210","AT4G04110",5,"LTR/Copia"
"2211","AT4G19720",1,"SINE/tRNA"
"2212","AT4G19730",2,"LTR/Gypsy"
"2213","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2214","AT5G17890",2,"DNA/Helitron"
"2215","AT5G34828",6,"LTR/unknown, LTR/Copia, LTR/Ty3"
"2216","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2217","AT5G38350",1,"DNA/MULE-MuDR"
"2218","AT5G38550",2,"LINE/L1"
"2219","AT5G39330",1,"DNA/Helitron"
"2220","AT5G41170",1,"DNA/Helitron"
"2221","AT1G12300",1,"LINE/unknown"
"2222","AT1G33220",2,"LINE/unknown, LINE/L1"
"2223","AT1G34792",1,"LTR/Gypsy"
"2224","AT1G34795",2,"LTR/Gypsy"
"2225","AT1G34800",2,"LTR/Gypsy"
"2226","AT1G34825",2,"LTR/Gypsy"
"2227","AT1G45063",1,"DNA/Helitron"
"2228","AT1G58242",3,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2229","AT1G60095",1,"SINE/tRNA"
"2230","AT1G62910",2,"SINE/tRNA, LTR/Copia"
"2231","AT1G62930",2,"SINE/tRNA, LTR/Copia"
"2232","AT2G14540",1,"LTR/Copia"
"2233","AT2G15010",1,"LTR/Copia"
"2234","AT2G24615",2,"DNA/Helitron"
"2235","AT2G24625",1,"DNA/Helitron"
"2236","AT2G29350",1,"SINE/tRNA"
"2237","AT2G29360",1,"SINE/tRNA"
"2238","AT3G22040",1,"LTR/unknown"
"2239","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"2240","AT3G22053",3,"DNA/Helitron"
"2241","AT4G04110",5,"LTR/Copia"
"2242","AT4G11760",2,"LTR/Copia"
"2243","AT4G19720",1,"SINE/tRNA"
"2244","AT4G19730",1,"LTR/Gypsy"
"2245","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2246","AT5G34828",3,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2247","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2248","AT5G38550",1,"LINE/L1"
"2249","AT5G39330",1,"DNA/Helitron"
"2250","AT5G41170",1,"DNA/Helitron"
"2251","AT5G44430",3,"DNA/Helitron"
"2252","AT1G12300",1,"LINE/unknown"
"2253","AT1G23810",1,"DNA/MULE-MuDR"
"2254","AT1G24250",1,"DNA/MULE-MuDR"
"2255","AT1G33220",2,"LINE/unknown, LINE/L1"
"2256","AT1G34792",1,"LTR/Gypsy"
"2257","AT1G34795",2,"LTR/Gypsy"
"2258","AT1G34800",3,"LTR/Gypsy"
"2259","AT1G34805",3,"DNA/Helitron, LTR/Gypsy"
"2260","AT1G34825",6,"DNA/Helitron, LTR/Gypsy"
"2261","AT1G34830",4,"DNA/Helitron, LTR/Gypsy"
"2262","AT1G34840",3,"DNA/Helitron, LTR/Gypsy"
"2263","AT1G58242",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2264","AT1G60095",1,"SINE/tRNA"
"2265","AT1G62910",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"2266","AT1G62914",1,"LINE/unknown"
"2267","AT1G62930",4,"DNA/Helitron, SINE/tRNA, LTR/Copia"
"2268","AT1G63130",2,"DNA/Helitron"
"2269","AT1G64030",2,"LTR/unknown, LTR/Copia"
"2270","AT2G15010",1,"LTR/Copia"
"2271","AT2G24615",1,"DNA/Helitron"
"2272","AT2G24625",3,"DNA/Helitron, DNA/MULE-MuDR"
"2273","AT2G29350",1,"SINE/tRNA"
"2274","AT2G29360",1,"SINE/tRNA"
"2275","AT3G22040",1,"LTR/unknown"
"2276","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"2277","AT3G22053",3,"DNA/Helitron"
"2278","AT4G04110",5,"LTR/Copia"
"2279","AT4G11760",2,"LTR/Copia"
"2280","AT4G19720",1,"SINE/tRNA"
"2281","AT4G19730",1,"LTR/Gypsy"
"2282","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2283","AT4G19770",2,"LTR/Copia"
"2284","AT4G20530",2,"LINE/L1, DNA/Helitron"
"2285","AT4G20580",2,"LINE/L1, DNA/Helitron"
"2286","AT4G20670",2,"LINE/L1, DNA/Helitron"
"2287","AT5G34828",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2288","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2289","AT5G38550",1,"LINE/L1"
"2290","AT5G39330",1,"DNA/Helitron"
"2291","AT5G41170",1,"DNA/Helitron"
"2292","AT1G12300",1,"LINE/unknown"
"2293","AT1G33220",5,"LINE/unknown, LINE/L1, LTR/Copia"
"2294","AT1G34792",1,"LTR/Gypsy"
"2295","AT1G34795",2,"LTR/Gypsy"
"2296","AT1G34800",3,"LTR/Gypsy"
"2297","AT1G34825",3,"LTR/Gypsy"
"2298","AT1G34830",1,"LTR/Gypsy"
"2299","AT1G45063",1,"DNA/Helitron"
"2300","AT1G58242",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2301","AT1G60095",1,"SINE/tRNA"
"2302","AT1G62680",1,"LTR/Copia"
"2303","AT1G62910",2,"SINE/tRNA, LINE/unknown"
"2304","AT1G62930",2,"LINE/unknown, SINE/tRNA"
"2305","AT1G63150",1,"LTR/Gypsy"
"2306","AT1G64030",2,"LTR/unknown, LTR/Copia"
"2307","AT2G03913",3,"DNA/Helitron"
"2308","AT2G03933",2,"DNA/Helitron"
"2309","AT2G03937",2,"DNA/Helitron"
"2310","AT2G15010",1,"LTR/Copia"
"2311","AT2G24625",1,"DNA/Helitron"
"2312","AT2G29350",2,"LINE/unknown, SINE/tRNA"
"2313","AT2G29360",1,"SINE/tRNA"
"2314","AT3G22040",1,"LTR/unknown"
"2315","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"2316","AT3G22053",3,"DNA/Helitron"
"2317","AT4G04110",5,"LTR/Copia"
"2318","AT4G19720",1,"SINE/tRNA"
"2319","AT4G19730",1,"LTR/Gypsy"
"2320","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2321","AT4G19770",2,"LTR/Copia"
"2322","AT4G20530",2,"DNA/Helitron"
"2323","AT4G20540",1,"DNA/Helitron"
"2324","AT4G20550",1,"DNA/Helitron"
"2325","AT4G20580",4,"DNA/Helitron"
"2326","AT4G20670",4,"DNA/Helitron"
"2327","AT4G20680",1,"LTR/Ty3"
"2328","AT5G17890",2,"DNA/Helitron"
"2329","AT5G34828",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2330","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2331","AT5G38550",2,"LINE/L1"
"2332","AT5G39330",1,"DNA/Helitron"
"2333","AT5G41170",1,"DNA/Helitron"
"2334","AT1G12300",1,"LINE/unknown"
"2335","AT1G33220",2,"LINE/unknown, LINE/L1"
"2336","AT1G34792",1,"LTR/Gypsy"
"2337","AT1G34795",2,"LTR/Gypsy"
"2338","AT1G34800",3,"LTR/Gypsy"
"2339","AT1G34805",1,"LTR/Gypsy"
"2340","AT1G34810",1,"LTR/Gypsy"
"2341","AT1G34825",5,"LTR/Gypsy"
"2342","AT1G34830",3,"LTR/Gypsy"
"2343","AT1G34840",1,"LTR/Gypsy"
"2344","AT1G45063",1,"DNA/Helitron"
"2345","AT1G58242",2,"LTR/unknown, LTR/Copia"
"2346","AT1G60095",1,"SINE/tRNA"
"2347","AT1G62170",2,"LTR/Copia"
"2348","AT1G62720",1,"DNA/Helitron"
"2349","AT1G62910",1,"LINE/unknown"
"2350","AT1G62914",1,"LINE/unknown"
"2351","AT1G62930",3,"LINE/L1, LTR/Copia, LINE/unknown"
"2352","AT1G63400",1,"LINE/unknown"
"2353","AT1G70120",1,"LINE/unknown"
"2354","AT2G03913",1,"DNA/Helitron"
"2355","AT2G14540",1,"LINE/unknown"
"2356","AT2G15010",1,"LTR/Copia"
"2357","AT2G24615",2,"DNA/Helitron"
"2358","AT2G24625",2,"LTR/Ty3, DNA/Helitron"
"2359","AT2G29350",1,"SINE/tRNA"
"2360","AT2G29360",1,"SINE/tRNA"
"2361","AT3G60700",1,"LTR/Copia"
"2362","AT4G04110",5,"LTR/Copia"
"2363","AT4G19720",1,"SINE/tRNA"
"2364","AT4G19730",2,"LTR/Gypsy"
"2365","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2366","AT4G19770",2,"LTR/Copia"
"2367","AT5G34828",2,"LTR/unknown, LTR/Copia"
"2368","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2369","AT5G38550",1,"LINE/L1"
"2370","AT5G39330",1,"DNA/Helitron"
"2371","AT5G39365",2,"LTR/Copia"
"2372","AT5G41170",1,"DNA/Helitron"
"2373","AT5G42232",1,"DNA/Helitron"
"2374","AT1G12300",1,"LINE/unknown"
"2375","AT1G33220",1,"LINE/L1"
"2376","AT1G34792",1,"LTR/Gypsy"
"2377","AT1G34795",2,"LTR/Gypsy"
"2378","AT1G34800",3,"LTR/Gypsy"
"2379","AT1G34805",1,"LTR/Gypsy"
"2380","AT1G34825",4,"LTR/Gypsy"
"2381","AT1G34830",2,"LTR/Gypsy"
"2382","AT1G34840",1,"LTR/Gypsy"
"2383","AT1G35035",1,"LTR/Gypsy"
"2384","AT1G58242",2,"LTR/unknown, LTR/Copia"
"2385","AT1G60095",1,"SINE/tRNA"
"2386","AT1G62680",1,"LTR/Copia"
"2387","AT1G62910",1,"LINE/unknown"
"2388","AT1G62914",1,"LINE/unknown"
"2389","AT1G62930",1,"LINE/unknown"
"2390","AT1G63400",1,"LINE/unknown"
"2391","AT2G03913",1,"DNA/Helitron"
"2392","AT2G15010",1,"LTR/Copia"
"2393","AT2G24615",1,"DNA/Helitron"
"2394","AT2G24625",3,"DNA/Helitron, DNA/MULE-MuDR"
"2395","AT2G29350",2,"LINE/unknown, SINE/tRNA"
"2396","AT2G29360",1,"SINE/tRNA"
"2397","AT3G22040",1,"LTR/unknown"
"2398","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"2399","AT3G22053",3,"DNA/Helitron"
"2400","AT3G60700",1,"LTR/Copia"
"2401","AT4G04110",5,"LTR/Copia"
"2402","AT4G19720",1,"SINE/tRNA"
"2403","AT4G19730",3,"DNA/MULE-MuDR, LTR/Gypsy"
"2404","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2405","AT4G19770",2,"LTR/Copia"
"2406","AT4G20530",2,"DNA/Helitron, LTR/Ty3"
"2407","AT4G20580",2,"DNA/Helitron, LTR/Ty3"
"2408","AT4G20670",2,"DNA/Helitron, LTR/Ty3"
"2409","AT5G17890",1,"DNA/Helitron"
"2410","AT5G34828",6,"LTR/unknown, LTR/Copia, LTR/Ty3"
"2411","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2412","AT5G38550",1,"LINE/L1"
"2413","AT5G39330",1,"DNA/Helitron"
"2414","AT5G41170",1,"DNA/Helitron"
"2415","AT1G12300",1,"LINE/unknown"
"2416","AT1G33220",2,"LINE/unknown, LINE/L1"
"2417","AT1G34792",1,"LTR/Gypsy"
"2418","AT1G34795",2,"LTR/Gypsy"
"2419","AT1G34800",3,"LTR/Gypsy"
"2420","AT1G34825",3,"LTR/Gypsy"
"2421","AT1G34830",1,"LTR/Gypsy"
"2422","AT1G34840",1,"LTR/Gypsy"
"2423","AT1G35035",1,"LTR/Gypsy"
"2424","AT1G58242",2,"LTR/unknown, LTR/Copia"
"2425","AT1G60095",1,"SINE/tRNA"
"2426","AT1G62680",1,"LTR/Copia"
"2427","AT1G62910",1,"LINE/unknown"
"2428","AT1G62930",3,"LINE/L1, LTR/Copia, LINE/unknown"
"2429","AT2G15010",1,"LTR/Copia"
"2430","AT2G24615",2,"DNA/Helitron"
"2431","AT2G24625",3,"LTR/Gypsy, LTR/Ty3, DNA/Helitron"
"2432","AT2G29350",1,"SINE/tRNA"
"2433","AT2G29360",1,"SINE/tRNA"
"2434","AT3G22040",1,"LTR/unknown"
"2435","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"2436","AT3G22053",3,"DNA/Helitron"
"2437","AT4G04110",5,"LTR/Copia"
"2438","AT4G11760",2,"LTR/Copia"
"2439","AT4G19720",1,"SINE/tRNA"
"2440","AT4G19730",1,"LTR/Gypsy"
"2441","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2442","AT4G19760",2,"SINE/tRNA, LTR/Ty3"
"2443","AT4G19770",2,"LTR/Copia"
"2444","AT4G20530",2,"DNA/Helitron"
"2445","AT4G20580",2,"DNA/Helitron"
"2446","AT4G20670",2,"DNA/Helitron"
"2447","AT5G34828",6,"LTR/unknown, LTR/Copia, LTR/Ty3"
"2448","AT5G36720",1,"LTR/Ty3"
"2449","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2450","AT5G38378",1,"LTR/Ty3"
"2451","AT5G38550",1,"LINE/L1"
"2452","AT5G39330",1,"DNA/Helitron"
"2453","AT1G12300",1,"LINE/unknown"
"2454","AT1G33220",2,"LINE/unknown, LINE/L1"
"2455","AT1G34792",1,"LTR/Gypsy"
"2456","AT1G34795",2,"LTR/Gypsy"
"2457","AT1G34800",3,"LTR/Gypsy"
"2458","AT1G34805",1,"LTR/Gypsy"
"2459","AT1G34810",1,"LTR/Gypsy"
"2460","AT1G34815",4,"DNA/Helitron, LTR/Gypsy"
"2461","AT1G34825",9,"DNA/Helitron, LTR/Gypsy"
"2462","AT1G34830",7,"DNA/Helitron, LTR/Gypsy"
"2463","AT1G34840",4,"DNA/Helitron, LTR/Gypsy"
"2464","AT1G58242",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2465","AT1G60095",1,"SINE/tRNA"
"2466","AT1G62670",1,"LINE/unknown"
"2467","AT1G62680",1,"LTR/Copia"
"2468","AT1G62910",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"2469","AT1G62914",3,"LTR/Copia, LINE/unknown"
"2470","AT1G62930",2,"SINE/tRNA, LTR/Copia"
"2471","AT1G70040",2,"LTR/Copia"
"2472","AT2G03913",3,"DNA/Helitron"
"2473","AT2G03933",2,"DNA/Helitron"
"2474","AT2G03937",3,"DNA/Helitron"
"2475","AT2G15010",1,"LTR/Copia"
"2476","AT2G24615",1,"DNA/Helitron"
"2477","AT2G24625",2,"DNA/Helitron"
"2478","AT2G29350",1,"SINE/tRNA"
"2479","AT2G29360",1,"SINE/tRNA"
"2480","AT3G22040",1,"LTR/unknown"
"2481","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"2482","AT3G22053",3,"DNA/Helitron"
"2483","AT3G60700",1,"LTR/Copia"
"2484","AT4G04110",5,"LTR/Copia"
"2485","AT4G11760",2,"LTR/Copia"
"2486","AT4G19720",1,"SINE/tRNA"
"2487","AT4G19730",1,"LTR/Gypsy"
"2488","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2489","AT4G19770",2,"LTR/Copia"
"2490","AT4G20530",2,"DNA/Helitron"
"2491","AT4G20540",1,"DNA/Helitron"
"2492","AT4G20550",1,"DNA/Helitron"
"2493","AT4G20560",1,"DNA/Helitron"
"2494","AT4G20570",1,"DNA/Helitron"
"2495","AT4G20580",7,"DNA/Helitron"
"2496","AT4G20590",1,"DNA/Helitron"
"2497","AT4G20600",1,"DNA/Helitron"
"2498","AT4G20610",1,"DNA/Helitron"
"2499","AT4G20620",1,"DNA/Helitron"
"2500","AT4G20630",1,"DNA/Helitron"
"2501","AT4G20640",1,"DNA/Helitron"
"2502","AT4G20645",8,"DNA/Helitron"
"2503","AT4G20670",15,"DNA/Helitron"
"2504","AT5G17890",3,"DNA/Helitron"
"2505","AT5G34828",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2506","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2507","AT5G38550",1,"LINE/L1"
"2508","AT5G39330",1,"DNA/Helitron"
"2509","AT5G41170",1,"DNA/Helitron"
