Entry,Entry Name,Reviewed,Protein names,Gene Names,Organism,Length,gene_id,Category,Sub-category
A0A1P8BAW9,A0A1P8BAW9_ARATH,unreviewed,Receptor like protein 56,RLP56 ATRLP56 receptor like protein 56 At5g49290 K21P3.17 K21P3_17,Arabidopsis thaliana (Mouse-ear cress),742,AT5G49290.2,Signaling & Transport,receptor
F4IQN6,F4IQN6_ARATH,unreviewed,Plant self-incompatibility protein S1 family,At2g24870 F27C12.21 F27C12_21,Arabidopsis thaliana (Mouse-ear cress),55,AT2G24870.1,Uncategorized,
Q9SK44,Q9SK44_ARATH,unreviewed,S-protein homolog,At2g24880 F27C12.20 F27C12_20,Arabidopsis thaliana (Mouse-ear cress),102,AT2G24880.1,Growth & Reproduction,S-protein
Q9LW24,SPH23_ARATH,reviewed,S-protein homolog 23,SPH23 At3g26860 MDJ14.20,Arabidopsis thaliana (Mouse-ear cress),122,AT3G26860.2,Growth & Reproduction,S-protein
D7LRA5,D7LRA5_ARALL,unreviewed,S-protein homolog,ARALYDRAFT_484464,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),116,AT3G26860.2,Growth & Reproduction,S-protein
Q9LW23,SPH22_ARATH,reviewed,S-protein homolog 22,SPH22 At3g26870 MDJ14.21,Arabidopsis thaliana (Mouse-ear cress),130,AT3G26870.1,Growth & Reproduction,S-protein
D7LRA6,D7LRA6_ARALL,unreviewed,S-protein homolog,ARALYDRAFT_484465,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),130,AT3G26870.1,Growth & Reproduction,S-protein
B3H590,B3H590_ARATH,unreviewed,S-protein homolog,At3g27329,Arabidopsis thaliana (Mouse-ear cress),122,AT3G27329.1,Growth & Reproduction,S-protein
A0A654FD32,A0A654FD32_ARATH,unreviewed,S-protein homolog,At3g27329 AN1_LOCUS14230,Arabidopsis thaliana (Mouse-ear cress),122,AT3G27329.1,Growth & Reproduction,S-protein
B3H5H4,B3H5H4_ARATH,unreviewed,S-protein homolog,At3g27331,Arabidopsis thaliana (Mouse-ear cress),128,AT3G27331.1,Growth & Reproduction,S-protein
Q9LVX2,SPH31_ARATH,reviewed,S-protein homolog 31,SPH31 At3g27680 MGF10.9,Arabidopsis thaliana (Mouse-ear cress),134,AT3G27680.1,Growth & Reproduction,S-protein
A0A654FBD6,A0A654FBD6_ARATH,unreviewed,S-protein homolog,AN1_LOCUS14274,Arabidopsis thaliana (Mouse-ear cress),134,AT3G27680.1,Growth & Reproduction,S-protein
F4I837,JAL14_ARATH,reviewed,Jacalin-related lectin 14,JAL14 At1g57570 T8L23.4,Arabidopsis thaliana (Mouse-ear cress),614,AT1G57570.1,Stress Response,jacalin
O80735,JAL16_ARATH,reviewed,Jacalin-related lectin 16,JAL16 At1g60095 T13D8.1,Arabidopsis thaliana (Mouse-ear cress),531,AT1G60095.1,Stress Response,jacalin
A0A2H1ZEE8,A0A2H1ZEE8_ARATH,unreviewed,Mannose-binding lectin superfamily protein,At1g60095 T13D8.1 T13D8_1,Arabidopsis thaliana (Mouse-ear cress),601,AT1G60095.1,Stress Response,Mannose-binding
A0A1P8APM0,A0A1P8APM0_ARATH,unreviewed,Mannose-binding lectin superfamily protein,At1g60095 T13D8.1 T13D8_1,Arabidopsis thaliana (Mouse-ear cress),457,AT1G60095.1,Stress Response,Mannose-binding
O80736,JAL17_ARATH,reviewed,Jacalin-related lectin 17,JAL17 At1g60110 T13D8.2,Arabidopsis thaliana (Mouse-ear cress),598,AT1G60110.2,Stress Response,jacalin
A0A1P8AP29,A0A1P8AP29_ARATH,unreviewed,Mannose-binding lectin superfamily protein,At1g60110 T13D8.2 T13D8_2,Arabidopsis thaliana (Mouse-ear cress),622,AT1G60110.2,Stress Response,Mannose-binding
A0A1P8AP51,A0A1P8AP51_ARATH,unreviewed,Mannose-binding lectin superfamily protein,At1g60110 T13D8.2 T13D8_2,Arabidopsis thaliana (Mouse-ear cress),496,AT1G60110.2,Stress Response,Mannose-binding
O80737,JAL18_ARATH,reviewed,Jacalin-related lectin 18,JAL18 At1g60130 T13D8.3,Arabidopsis thaliana (Mouse-ear cress),600,AT1G60130.1,Stress Response,jacalin
A0A1P8ANS2,A0A1P8ANS2_ARATH,unreviewed,Mannose-binding lectin superfamily protein,At1g60130 T13D8.3 T13D8_3,Arabidopsis thaliana (Mouse-ear cress),590,AT1G60130.1,Stress Response,Mannose-binding
F4HTI1,F4HTI1_ARATH,unreviewed,Mannose-binding lectin superfamily protein,At1g61230 F11P17.5 F11P17_5,Arabidopsis thaliana (Mouse-ear cress),505,AT1G61230.1,Stress Response,Mannose-binding
A0A1P8BGF4,A0A1P8BGF4_ARATH,unreviewed,Mannose-binding lectin superfamily protein,MBB18.7 MBB18_7 At5g38540,Arabidopsis thaliana (Mouse-ear cress),468,AT5G38540.1,Stress Response,Mannose-binding
Q9FFW6,JAL44_ARATH,reviewed,Jacalin-related lectin 44,JAL44 At5g38550 MBB18.8,Arabidopsis thaliana (Mouse-ear cress),594,AT5G38550.1,Stress Response,jacalin
A0A1P8BBZ9,A0A1P8BBZ9_ARATH,unreviewed,Mannose-binding lectin superfamily protein,MBB18.8 MBB18_8 At5g38550,Arabidopsis thaliana (Mouse-ear cress),521,AT5G38550.1,Stress Response,Mannose-binding
Q2V4A8,DEF57_ARATH,reviewed,Putative defensin-like protein 57,At2g03913 F3C11,Arabidopsis thaliana (Mouse-ear cress),73,AT2G03913.1,Defense & Resistance,defensin
Q2V2Q4,DEF55_ARATH,reviewed,Putative defensin-like protein 55,At2g03931 F3C11,Arabidopsis thaliana (Mouse-ear cress),75,AT2G03931.1,Defense & Resistance,defensin
A0A654EWN9,A0A654EWN9_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS7435,Arabidopsis thaliana (Mouse-ear cress),75,AT2G03931.1,Uncharacterized,uncharacterized
Q4VNZ8,DEF59_ARATH,reviewed,Defensin-like protein 59,At2g03933 F3C11,Arabidopsis thaliana (Mouse-ear cress),75,AT2G03933.1,Defense & Resistance,defensin
A0A654ERQ9,A0A654ERQ9_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS7436,Arabidopsis thaliana (Mouse-ear cress),75,AT2G03933.1,Uncharacterized,uncharacterized
Q2V4A6,DEF56_ARATH,reviewed,Putative defensin-like protein 56,At2g03936 F3C11,Arabidopsis thaliana (Mouse-ear cress),81,AT2G03936.1,Defense & Resistance,defensin
A0A654ERQ8,A0A654ERQ8_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS7437,Arabidopsis thaliana (Mouse-ear cress),81,AT2G03936.1,Uncharacterized,uncharacterized
A0A654ET34,A0A654ET34_ARATH,unreviewed,Uncharacterized protein,At2g03937 AN1_LOCUS7438,Arabidopsis thaliana (Mouse-ear cress),61,AT2G03937.2,Uncharacterized,uncharacterized
Q2V4A5,DEF60_ARATH,reviewed,Putative defensin-like protein 60,At2g03955 F3C11,Arabidopsis thaliana (Mouse-ear cress),77,AT2G03955.1,Defense & Resistance,defensin
A0A654ERQ0,A0A654ERQ0_ARATH,unreviewed,Uncharacterized protein,AN1_LOCUS7439,Arabidopsis thaliana (Mouse-ear cress),77,AT2G03955.1,Uncharacterized,uncharacterized
Q2V433,DEF52_ARATH,reviewed,Putative defensin-like protein 52,At2g34123 T14G11,Arabidopsis thaliana (Mouse-ear cress),81,AT2G34123.1,Defense & Resistance,defensin
A0A178VTH0,A0A178VTH0_ARATH,unreviewed,Uncharacterized protein,AXX17_At2g30590 AN1_LOCUS9846 C24_LOCUS9692,Arabidopsis thaliana (Mouse-ear cress),81,AT2G34123.1,Uncharacterized,uncharacterized
Q9C629,FB35_ARATH,reviewed,Putative F-box protein At1g46840,At1g46840 F2G19.29,Arabidopsis thaliana (Mouse-ear cress),475,AT1G46840.1,Multifunction,F-box
Q9C628,Q9C628_ARATH,unreviewed,F-box associated ubiquitination effector family protein,At1g46912 F2G19.20 F2G19_20,Arabidopsis thaliana (Mouse-ear cress),312,AT1G46912.1,Stress Response,effector
F4HRE9,F4HRE9_ARATH,unreviewed,F-box associated ubiquitination effector family protein,At1g46912 F2G19.20 F2G19_20,Arabidopsis thaliana (Mouse-ear cress),220,AT1G46912.1,Stress Response,effector
Q9C627,FB36_ARATH,reviewed,Putative F-box protein At1g46984,At1g46984 F2G19.21,Arabidopsis thaliana (Mouse-ear cress),370,AT1G46984.1,Multifunction,F-box
A0A654EHX2,A0A654EHX2_ARATH,unreviewed,(thale cress) hypothetical protein,AN1_LOCUS3823 AT9943_LOCUS3242,Arabidopsis thaliana (Mouse-ear cress),370,AT1G46984.1,Uncharacterized,hypothetical protein
Q9ZUN0,FB113_ARATH,reviewed,Putative F-box protein At2g19630,At2g19630 F3P11.23,Arabidopsis thaliana (Mouse-ear cress),297,AT2G19630.1,Multifunction,F-box
A0A654EUB2,A0A654EUB2_ARATH,unreviewed,F-box domain-containing protein,AN1_LOCUS8320 C24_LOCUS8171,Arabidopsis thaliana (Mouse-ear cress),297,AT2G19630.1,Multifunction,F-box
B3H799,B3H799_ARATH,unreviewed,F-box and associated interaction domains-containing protein,At2g19630 F3P11.23 F3P11_23,Arabidopsis thaliana (Mouse-ear cress),218,AT2G19630.1,Multifunction,F-box
D7L6Y1,D7L6Y1_ARALL,unreviewed,F-box associated domain-containing protein,ARALYDRAFT_480507,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),163,AT2G19630.1,Multifunction,F-box
Q5BPS3,DOR_ARATH,reviewed,F-box protein DOR (Protein DROUGHT TOLERANCE REPRESSOR),DOR At2g31470 T28P16.4,Arabidopsis thaliana (Mouse-ear cress),387,AT2G31470.1,Stress Response,drought
A0A178VP37,A0A178VP37_ARATH,unreviewed,(thale cress) hypothetical protein (DOR),AXX17_At2g27720 AN1_LOCUS9567 AT9943_LOCUS8198,Arabidopsis thaliana (Mouse-ear cress),387,AT2G31470.1,Uncharacterized,hypothetical protein
A0A1P8AYW0,A0A1P8AYW0_ARATH,unreviewed,F-box and associated interaction domains-containing protein,DOR DROUGHT TOLERANCE REPRESSOR At2g31470 T28P16.4 T28P16_4,Arabidopsis thaliana (Mouse-ear cress),258,AT2G31470.1,Multifunction,F-box
Q9LIR1,FB182_ARATH,reviewed,Putative F-box protein At3g23960,At3g23960 F14O13.15,Arabidopsis thaliana (Mouse-ear cress),402,AT3G23960.1,Multifunction,F-box
Q9SCL2,FB197_ARATH,reviewed,F-box protein At3g49450,At3g49450 T1G12.15 T9C5.50,Arabidopsis thaliana (Mouse-ear cress),397,AT3G49450.1,Multifunction,F-box
A0A5S9XJZ0,A0A5S9XJZ0_ARATH,unreviewed,(thale cress) hypothetical protein,At3g49450 AT9943_LOCUS13153 C24_LOCUS15175,Arabidopsis thaliana (Mouse-ear cress),400,AT3G49450.1,Uncharacterized,hypothetical protein
Q9FHP3,FB300_ARATH,reviewed,F-box protein At5g65850,At5g65850 F6H11.50 K14B20.2,Arabidopsis thaliana (Mouse-ear cress),392,AT5G65850.1,Multifunction,F-box
D7MUM6,D7MUM6_ARALL,unreviewed,F-box family protein,ARALYDRAFT_496820,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),392,AT5G65850.1,Multifunction,F-box
A8MQK7,A8MQK7_ARATH,unreviewed,Plant thionin family protein,At1g54775,Arabidopsis thaliana (Mouse-ear cress),76,AT1G54775.1,Defense & Resistance,thionin
Q3ECM7,Q3ECM7_ARATH,unreviewed,Plant thionin family protein,At1g58242,Arabidopsis thaliana (Mouse-ear cress),91,AT1G58242.1,Defense & Resistance,thionin
A8MR94,A8MR94_ARATH,unreviewed,Plant thionin family protein,At1g58245,Arabidopsis thaliana (Mouse-ear cress),86,AT1G58245.1,Defense & Resistance,thionin
A8MS10,A8MS10_ARATH,unreviewed,Plant thionin family protein,At1g58248,Arabidopsis thaliana (Mouse-ear cress),91,AT1G58248.1,Defense & Resistance,thionin
A0A5S9XF94,A0A5S9XF94_ARATH,unreviewed,Plant thionin family protein,At3g24465 C24_LOCUS13755,Arabidopsis thaliana (Mouse-ear cress),87,AT3G24465.1,Defense & Resistance,thionin
Q9LHF2,Q9LHF2_ARATH,unreviewed,Plant thionin family protein,At3g24465,Arabidopsis thaliana (Mouse-ear cress),87,AT3G24465.1,Defense & Resistance,thionin
A8MRM7,A8MRM7_ARATH,unreviewed,Plant thionin family protein,At5g34828,Arabidopsis thaliana (Mouse-ear cress),91,AT5G34828.1,Defense & Resistance,thionin
D7KPZ0,D7KPZ0_ARALL,unreviewed,Plant thionin family protein,ARALYDRAFT_474752,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),53,AT5G34828.1,Defense & Resistance,thionin
Q9LHT2,Q9LHT2_ARATH,unreviewed,Gb|AAF16529.1 (Plant thionin family protein),At5g36720 At5g36805,Arabidopsis thaliana (Mouse-ear cress),87,AT5G36720.1,Defense & Resistance,thionin
Q9LHT2,Q9LHT2_ARATH,unreviewed,Gb|AAF16529.1 (Plant thionin family protein),At5g36720 At5g36805,Arabidopsis thaliana (Mouse-ear cress),87,AT5G36805.1,Defense & Resistance,thionin
A8MRJ5,A8MRJ5_ARATH,unreviewed,Plant thionin family protein,At5g38378,Arabidopsis thaliana (Mouse-ear cress),87,AT5G38378.1,Defense & Resistance,thionin
F4I9F1,F4I9F1_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,At1g31540 T8E3.20 T8E3_20,Arabidopsis thaliana (Mouse-ear cress),1161,AT1G31540.2,Stress Response,disease resistance
A0A1P8BDK2,A0A1P8BDK2_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),MDJ22.11 MDJ22_11 At5g22690,Arabidopsis thaliana (Mouse-ear cress),1010,AT5G22690.2,Stress Response,ADP-ribosyl cyclase
A0A1P8BDK0,A0A1P8BDK0_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),MDJ22.11 MDJ22_11 At5g22690,Arabidopsis thaliana (Mouse-ear cress),902,AT5G22690.2,Stress Response,ADP-ribosyl cyclase
Q9FNJ2,Q9FNJ2_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),MDJ22.11 MDJ22_11 At5g22690,Arabidopsis thaliana (Mouse-ear cress),1008,AT5G22690.2,Stress Response,ADP-ribosyl cyclase
A0A1P8BDP8,A0A1P8BDP8_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),MDJ22.11 MDJ22_11 At5g22690,Arabidopsis thaliana (Mouse-ear cress),869,AT5G22690.2,Stress Response,ADP-ribosyl cyclase
F4KFY1,F4KFY1_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),MUD12.40 MUD12_40 At5g40060,Arabidopsis thaliana (Mouse-ear cress),968,AT5G40060.1,Stress Response,ADP-ribosyl cyclase
A0A1P8BE50,A0A1P8BE50_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),MUD12.40 MUD12_40 At5g40060,Arabidopsis thaliana (Mouse-ear cress),835,AT5G40060.1,Stress Response,ADP-ribosyl cyclase
Q9FL35,Q9FL35_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family (Disease resistance protein-like),MPL12.4 MPL12_4 At5g46260,Arabidopsis thaliana (Mouse-ear cress),1205,AT5G46260.1,Stress Response,disease resistance
D7MRZ0,D7MRZ0_ARALL,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),ARALYDRAFT_494346,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),1170,AT5G46260.1,Stress Response,ADP-ribosyl cyclase
A0A1P8B9V7,A0A1P8B9V7_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),MPL12.5 MPL12_5 At5g46270,Arabidopsis thaliana (Mouse-ear cress),1145,AT5G46270.4,Stress Response,ADP-ribosyl cyclase
Q9FHG0,Q9FHG0_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family (Disease resistance protein-like),At5g46450 K11I1.4 K11I1_4,Arabidopsis thaliana (Mouse-ear cress),1123,AT5G46450.1,Stress Response,disease resistance
A0A1P8BG45,A0A1P8BG45_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,At5g46450 K11I1.4 K11I1_4,Arabidopsis thaliana (Mouse-ear cress),1100,AT5G46450.1,Stress Response,disease resistance
A0A1P8BGA7,A0A1P8BGA7_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,At5g46450 K11I1.4 K11I1_4,Arabidopsis thaliana (Mouse-ear cress),1089,AT5G46450.1,Stress Response,disease resistance
F4KHH8,RPS6C_ARATH,reviewed,Disease resistance protein RPS6 (EC 3.2.2.6) (Resistance to Pseudomonas syringae 6),RPS6 At5g46470 K11I1.6,Arabidopsis thaliana (Mouse-ear cress),1127,AT5G46470.1,Stress Response,disease resistance
D7MRE5,D7MRE5_ARALL,unreviewed,TIR domain-containing protein,ARALYDRAFT_494325,Arabidopsis lyrata subsp. lyrata (Lyre-leaved rock-cress),1127,AT5G46470.1,Stress Response,TIR domain
Q9FHF6,Q9FHF6_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family (Disease resistance protein-like),At5g46490 K11I1.8 K11I1_8,Arabidopsis thaliana (Mouse-ear cress),858,AT5G46490.2,Stress Response,disease resistance
Q9FHF5,Q9FHF5_ARATH,unreviewed,Protein VARIATION IN COMPOUND TRIGGERED ROOT growth protein,At5g46500 K11I1.9 K11I1_9,Arabidopsis thaliana (Mouse-ear cress),417,AT5G46500.1,Growth & Reproduction,root
A0A1P8BBU6,A0A1P8BBU6_ARATH,unreviewed,Protein VARIATION IN COMPOUND TRIGGERED ROOT growth protein,At5g46500 K11I1.9 K11I1_9,Arabidopsis thaliana (Mouse-ear cress),406,AT5G46500.1,Growth & Reproduction,root
Q9FHF4,Q9FHF4_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family (Disease resistance protein-like),VICTL At5g46510 K11I1.10 K11I1_10,Arabidopsis thaliana (Mouse-ear cress),1353,AT5G46510.1,Stress Response,disease resistance
A0A1P8BDG8,A0A1P8BDG8_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,VICTL At5g46510 K11I1.10 K11I1_10,Arabidopsis thaliana (Mouse-ear cress),1310,AT5G46510.1,Stress Response,disease resistance
F4KHI3,VICTR_ARATH,reviewed,Protein VARIATION IN COMPOUND TRIGGERED ROOT growth response (EC 3.2.2.6),VICTR At5g46520 K11I1.11,Arabidopsis thaliana (Mouse-ear cress),1168,AT5G46520.2,Growth & Reproduction,root
A0A1P8BC84,A0A1P8BC84_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,VICTR At5g46520 K11I1.11 K11I1_11,Arabidopsis thaliana (Mouse-ear cress),1206,AT5G46520.2,Stress Response,disease resistance
A0A1Y1BZS1,A0A1Y1BZS1_ARATH,unreviewed,TIR-NBS-LRR class disease resistance protein family,ACQOS_Col-0,Arabidopsis thaliana (Mouse-ear cress),1168,AT5G46520.2,Stress Response,disease resistance
A0A1P8B877,A0A1P8B877_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family protein,At4g16857,Arabidopsis thaliana (Mouse-ear cress),256,AT4G16857.2,Stress Response,disease resistance
F4JNA9,RPP4_ARATH,reviewed,Disease resistance protein RPP4 (EC 3.2.2.6) (Protein CHILLING-SENSITIVE 2) (Protein RECOGNITION OF PERONOSPORA PARASITICA 4),RPP4 CHS2 At4g16860 dl4460c,Arabidopsis thaliana (Mouse-ear cress),1147,AT4G16860.1,Stress Response,disease resistance
A0A1P8B5C3,A0A1P8B5C3_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,RPP4 DL4460C At4g16860 FCAALL.47,Arabidopsis thaliana (Mouse-ear cress),985,AT4G16860.1,Stress Response,disease resistance
F4JNB0,F4JNB0_ARATH,unreviewed,Leucine-rich repeat (LRR) family protein,DL4470C At4g16880 FCAALL.50,Arabidopsis thaliana (Mouse-ear cress),153,AT4G16880.1,Protein Processing and Degradation,LRR
O23530,SNC1_ARATH,reviewed,"Protein SUPPRESSOR OF npr1-1, CONSTITUTIVE 1 (AtSNC1) (Disease resistance RPP5-like protein) (Probable NAD(+) hydrolase SNC1) (EC 3.2.2.6)",SNC1 BAL At4g16890 dl4475c FCAALL.51,Arabidopsis thaliana (Mouse-ear cress),1437,AT4G16890.1,Stress Response,disease resistance
A0A1P8B8K8,A0A1P8B8K8_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),SNC1 BAL BALL CONSTITUTIVE 1 DL4475C SUPPRESSOR OF NPR1-1 At4g16890 FCAALL.51,Arabidopsis thaliana (Mouse-ear cress),1058,AT4G16890.1,Stress Response,ADP-ribosyl cyclase
A0A1P8B8K4,A0A1P8B8K4_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),SNC1 BAL BALL CONSTITUTIVE 1 DL4475C SUPPRESSOR OF NPR1-1 At4g16890 FCAALL.51,Arabidopsis thaliana (Mouse-ear cress),1428,AT4G16890.1,Stress Response,ADP-ribosyl cyclase
A0A1P8B8K1,A0A1P8B8K1_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),SNC1 BAL BALL CONSTITUTIVE 1 DL4475C SUPPRESSOR OF NPR1-1 At4g16890 FCAALL.51,Arabidopsis thaliana (Mouse-ear cress),1213,AT4G16890.1,Stress Response,ADP-ribosyl cyclase
A0A1P8B8L1,A0A1P8B8L1_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),SNC1 BAL BALL CONSTITUTIVE 1 DL4475C SUPPRESSOR OF NPR1-1 At4g16890 FCAALL.51,Arabidopsis thaliana (Mouse-ear cress),1361,AT4G16890.1,Stress Response,ADP-ribosyl cyclase
F4JNB2,F4JNB2_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,DL4480C At4g16900 FCAALL.310,Arabidopsis thaliana (Mouse-ear cress),1040,AT4G16900.1,Stress Response,disease resistance
A0A1P8B6Q6,A0A1P8B6Q6_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,DL4480C At4g16900 FCAALL.310,Arabidopsis thaliana (Mouse-ear cress),905,AT4G16900.1,Stress Response,disease resistance
A0A1P8B6R0,A0A1P8B6R0_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,DL4480C At4g16900 FCAALL.310,Arabidopsis thaliana (Mouse-ear cress),686,AT4G16900.1,Stress Response,disease resistance
A0A1P8B6H3,A0A1P8B6H3_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),DL4490C At4g16920 FCAALL.311,Arabidopsis thaliana (Mouse-ear cress),1370,AT4G16920.2,Stress Response,ADP-ribosyl cyclase
A0A1P8B6I0,A0A1P8B6I0_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),DL4490C At4g16920 FCAALL.311,Arabidopsis thaliana (Mouse-ear cress),1364,AT4G16920.2,Stress Response,ADP-ribosyl cyclase
A0A1P8B6I4,A0A1P8B6I4_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),DL4490C At4g16920 FCAALL.311,Arabidopsis thaliana (Mouse-ear cress),1322,AT4G16920.2,Stress Response,ADP-ribosyl cyclase
A0A1P8B6I2,A0A1P8B6I2_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),DL4490C At4g16920 FCAALL.311,Arabidopsis thaliana (Mouse-ear cress),1319,AT4G16920.2,Stress Response,ADP-ribosyl cyclase
Q9SUK4,Q9SUK4_ARATH,unreviewed,Disease resistance RPP5 like protein (Disease resistance protein (TIR-NBS-LRR class) family),dl4490c DL4490C At4g16920 FCAALL.311,Arabidopsis thaliana (Mouse-ear cress),1304,AT4G16920.2,Stress Response,disease resistance
A0A1P8B6H5,A0A1P8B6H5_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,DL4490C At4g16920 FCAALL.311,Arabidopsis thaliana (Mouse-ear cress),1307,AT4G16920.2,Stress Response,disease resistance
A0A1P8B6A5,A0A1P8B6A5_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),SIKIC1 DL4500C At4g16940 FCAALL.313,Arabidopsis thaliana (Mouse-ear cress),1244,AT4G16940.3,Stress Response,ADP-ribosyl cyclase
F4JNB6,F4JNB6_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,SIKIC1 DL4500C At4g16940 FCAALL.313,Arabidopsis thaliana (Mouse-ear cress),1147,AT4G16940.3,Stress Response,disease resistance
A0A1P8B6A1,A0A1P8B6A1_ARATH,unreviewed,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),SIKIC1 DL4500C At4g16940 FCAALL.313,Arabidopsis thaliana (Mouse-ear cress),1234,AT4G16940.3,Stress Response,ADP-ribosyl cyclase
A0A1P8B697,A0A1P8B697_ARATH,unreviewed,Disease resistance protein (TIR-NBS-LRR class) family,SIKIC1 DL4500C At4g16940 FCAALL.313,Arabidopsis thaliana (Mouse-ear cress),1157,AT4G16940.3,Stress Response,disease resistance
F4JNB7,RPP5_ARATH,reviewed,Disease resistance protein RPP5 (EC 3.2.2.6) (Protein RECOGNITION OF PERONOSPORA PARASITICA 5),RPP5 At4g16950 dl4505c,Arabidopsis thaliana (Mouse-ear cress),1449,AT4G16950.1,Stress Response,disease resistance
