Dsc	Family ID	Aalpina	Ahalleri	Alyrata	Athaliana	Cpapaya
AT1G67090	OG0000602	0	3	4	4	4
AT1G49435	OG0000603	0	3	5	6	1
AT3G26040	OG0000604	0	1	1	1	12
AT1G25141	OG0000605	0	1	11	3	0
AT5G25850	OG0000606	0	4	8	3	0
null	OG0000607	0	0	0	0	15
null	OG0000608	0	0	0	0	15
null	OG0000609	0	0	0	0	15
null	OG0000610	0	0	0	0	15
AT1G33080	OG0000611	2	3	3	4	2
AALP_AA1G020200	OG0000612	14	0	0	0	0
AT4G23990	OG0000613	4	2	4	3	1
AT1G24200	OG0000614	1	4	5	3	1
AT1G09080	OG0000615	4	3	2	3	2
AT1G47240	OG0000616	3	4	3	3	1
AT1G12760	OG0000617	4	3	3	3	1
AT1G32375	OG0000618	4	6	1	3	0
AT1G06130	OG0000619	4	3	3	3	1
AT3G23010	OG0000620	2	2	7	3	0
AT1G31150	OG0000621	1	10	2	1	0
AT1G13480	OG0000622	2	3	3	6	0
AT1G14400	OG0000623	2	3	3	3	3
AT1G22130	OG0000624	3	3	4	3	1
AT1G20550	OG0000625	4	3	3	3	1
AT1G22780	OG0000626	3	3	3	3	2
AT1G18540	OG0000627	3	3	3	3	2
AT1G14670	OG0000628	2	2	2	3	5
AT1G07747	OG0000629	1	3	3	3	4
AT1G15960	OG0000630	3	3	3	2	3
AT1G26880	OG0000631	3	3	3	3	2
AT1G05580	OG0000632	2	2	2	2	6
AT1G04180	OG0000633	4	3	3	3	1
AT1G24420	OG0000634	2	3	5	4	0
AT1G07670	OG0000635	1	3	4	3	3
AT1G22740	OG0000636	3	3	3	3	2
AT1G22540	OG0000637	3	2	4	2	3
AT1G20080	OG0000638	3	3	2	4	2
AT1G71390	OG0000639	6	1	5	2	0
AT1G34070	OG0000640	9	1	2	2	0
AT1G75850	OG0000641	3	3	3	3	2
AT1G12270	OG0000642	4	3	3	3	1
AT1G32910	OG0000643	3	3	3	3	2
AALP_AA2G044600	OG0000644	14	0	0	0	0
AALP_AA2G087100	OG0000645	14	0	0	0	0
AT1G54090	OG0000646	2	5	3	3	1
AT1G48600	OG0000647	3	4	3	3	1
AT1G77570	OG0000648	2	5	5	2	0
AT3G13640	OG0000649	1	5	4	2	2
AT2G40010	OG0000650	3	3	3	3	2
AT3G21180	OG0000651	1	3	3	3	4
AALP_AA3G237600	OG0000652	14	0	0	0	0
AT1G31950	OG0000653	3	4	2	5	0
AT3G49130	OG0000654	4	3	5	2	0
AT3G23550	OG0000655	3	2	2	2	5
AT4G36220	OG0000656	2	2	2	1	7
AT3G05060	OG0000657	2	4	3	3	2
AT1G54000	OG0000658	4	3	2	4	1
AT1G62610	OG0000659	2	2	3	6	1
AT3G03910	OG0000660	3	2	3	3	3
AT3G44750	OG0000661	7	2	2	2	1
AT2G18020	OG0000662	3	3	3	3	2
AT3G09300	OG0000663	2	3	4	3	2
AT3G02080	OG0000664	3	3	3	3	2
AT1G20220	OG0000665	1	3	3	3	4
AT2G32220	OG0000666	3	3	3	3	2
AT2G19740	OG0000667	2	3	3	3	3
AT2G45710	OG0000668	2	4	2	4	2
AT2G44890	OG0000669	6	2	2	2	2
AT2G46930	OG0000670	2	5	4	2	1
AT2G45140	OG0000671	2	1	2	2	7
AT1G07380	OG0000672	2	3	3	3	3
AT2G44100	OG0000673	3	3	3	3	2
AT1G49270	OG0000674	3	4	3	3	1
AT2G04040	OG0000675	3	4	3	4	0
AT1G49200	OG0000676	2	3	4	4	1
AT5G07320	OG0000677	3	3	3	3	2
AT1G47600	OG0000678	2	1	3	3	5
AT1G50190	OG0000679	1	2	2	9	0
AT2G38870	OG0000680	4	2	3	4	1
AT2G36590	OG0000681	2	4	3	3	2
AT3G49190	OG0000682	3	2	3	3	3
AT2G26975	OG0000683	2	3	4	3	2
AT3G42790	OG0000684	3	3	3	3	2
AT2G46260	OG0000685	3	3	3	3	2
AT3G26150	OG0000686	3	3	4	4	0
AT2G40510	OG0000687	3	3	3	3	2
AT3G49620	OG0000688	4	3	3	3	1
AT3G47730	OG0000689	2	3	4	3	2
AT3G44900	OG0000690	2	2	2	2	6
AT3G50120	OG0000691	2	2	4	5	1
AT2G24870	OG0000692	1	1	5	7	0
AT2G23180	OG0000693	4	3	2	3	2
AT1G33120	OG0000694	2	3	3	3	3
AT1G52820	OG0000695	4	2	3	3	2
AT1G64650	OG0000696	3	3	3	3	2
AT4G19060	OG0000697	2	3	4	3	2
AT2G42740	OG0000698	2	4	3	4	1
AT3G47340	OG0000699	3	3	3	3	2
AT4G05590	OG0000700	3	4	3	3	1
AT5G45890	OG0000701	2	1	1	1	9
AT4G04910	OG0000702	3	4	4	1	2
AT4G12470	OG0000703	2	4	4	4	0
AT4G18680	OG0000704	6	1	3	3	1
AT4G05110	OG0000705	3	2	3	4	2
AT4G02733	OG0000706	1	3	4	4	2
AT1G16110	OG0000707	2	3	3	6	0
AT4G12010	OG0000708	4	3	4	3	0
AT2G21580	OG0000709	2	3	3	3	3
AT4G26270	OG0000710	2	3	4	4	1
AT4G25580	OG0000711	3	3	4	3	1
AT2G23142	OG0000712	1	2	7	4	0
AT1G73100	OG0000713	4	3	3	3	1
AT5G66890	OG0000714	4	2	3	3	2
AT5G20010	OG0000715	2	2	4	4	2
AT5G06860	OG0000716	6	2	2	2	2
AT5G08500	OG0000717	2	2	6	2	2
AT2G21770	OG0000718	1	2	4	4	3
AT5G08440	OG0000719	2	4	4	3	1
AT5G60840	OG0000720	1	2	10	1	0
AT5G02910	OG0000721	2	3	5	4	0
AT5G25120	OG0000722	1	6	3	4	0
AT1G30530	OG0000723	2	2	5	4	1
AT4G03566	OG0000724	1	3	8	2	0
AT3G44780	OG0000725	1	4	8	1	0
AT1G11960	OG0000726	0	5	4	4	1
AT1G07770	OG0000727	0	4	4	4	2
AT1G52990	OG0000728	0	6	3	5	0
AT1G01100	OG0000729	0	4	4	4	2
Ah1G45620	OG0000730	0	14	0	0	0
AT1G47730	OG0000731	0	2	5	7	0
AT1G30400	OG0000732	0	4	3	4	3
AT1G17500	OG0000733	0	3	4	4	3
Ah1G08760	OG0000734	0	14	0	0	0
Ah2G12360	OG0000735	0	14	0	0	0
AT2G43220	OG0000736	0	2	1	11	0
AT3G10090	OG0000737	0	3	4	3	4
AT2G04750	OG0000738	0	4	4	4	2
AT1G54775	OG0000739	0	1	4	9	0
AL1G58110	OG0000740	0	0	14	0	0
AL1G57140	OG0000741	0	0	14	0	0
null	OG0000742	0	0	0	0	14
null	OG0000743	0	0	0	0	14
AT1G10430	OG0000744	3	3	3	3	1
AT1G07990	OG0000745	5	2	2	2	2
AT1G27170	OG0000746	4	3	4	2	0
AT1G23800	OG0000747	2	2	2	2	5
AT1G29965	OG0000748	2	3	3	3	2
AT1G09940	OG0000749	3	3	3	3	1
AT1G74310	OG0000750	1	4	4	3	1
AT1G09430	OG0000751	1	3	4	3	2
AT1G07910	OG0000752	1	5	4	1	2
AT1G30590	OG0000753	1	4	4	3	1
AT1G05630	OG0000754	3	3	3	3	1
AT2G27570	OG0000755	5	2	1	5	0
AT1G07070	OG0000756	2	3	2	4	2
AT1G17285	OG0000757	2	4	3	3	1
AT1G70250	OG0000758	3	4	4	2	0
AT1G05810	OG0000759	3	3	3	3	1
AT1G19360	OG0000760	2	3	3	3	2
AT1G24807	OG0000761	1	1	4	6	1
AT1G35250	OG0000762	3	2	3	4	1
AT1G21070	OG0000763	3	3	3	3	1
AT1G29880	OG0000764	2	3	4	1	3
AT1G17370	OG0000765	3	3	3	3	1
AT1G03630	OG0000766	2	2	4	3	2
AT1G05520	OG0000767	3	3	3	3	1
AT1G04480	OG0000768	3	2	3	3	2
AT1G24650	OG0000769	3	2	4	3	1
AT1G25480	OG0000770	3	3	3	3	1
AT1G02220	OG0000771	3	3	3	4	0
AT1G03880	OG0000772	3	3	2	2	3
AT5G55410	OG0000773	4	2	3	3	1
AT1G03070	OG0000774	3	3	3	3	1
AT1G03210	OG0000775	3	4	2	3	1
AT1G13950	OG0000776	1	3	3	3	3
AT1G14980	OG0000777	3	2	3	2	3
AT2G47250	OG0000778	4	2	4	2	1
AT1G23410	OG0000779	3	2	3	3	2
AT1G07890	OG0000780	3	4	2	2	2
AT1G01390	OG0000781	2	2	3	3	3
AT1G07360	OG0000782	1	3	4	4	1
AT1G43170	OG0000783	1	4	3	2	3
AT1G62630	OG0000784	8	1	1	3	0
AALP_AA2G043600	OG0000785	13	0	0	0	0
AT1G45000	OG0000786	3	3	3	2	2
AT1G36240	OG0000787	2	3	3	3	2
AT1G12240	OG0000788	2	2	3	2	4
AT1G62000	OG0000789	4	1	4	4	0
AT1G31180	OG0000790	2	4	3	3	1
AT1G60900	OG0000791	3	2	2	2	4
AT3G29670	OG0000792	9	1	2	1	0
AT2G21220	OG0000793	3	3	3	3	1
AT1G65670	OG0000794	3	2	3	5	0
AT1G72160	OG0000795	1	1	1	1	9
AT2G19480	OG0000796	2	3	3	3	2
AT1G72710	OG0000797	3	2	3	3	2
AALP_AA2G078000	OG0000798	13	0	0	0	0
AT1G18690	OG0000799	2	3	3	3	2
AT1G69490	OG0000800	1	1	1	1	9
AT3G44840	OG0000801	3	5	2	3	0
AT2G25210	OG0000802	2	3	3	3	2
AT3G20370	OG0000803	6	2	3	2	0
AT3G43600	OG0000804	4	2	2	2	3
AT3G03490	OG0000805	5	2	2	2	2
AT3G03820	OG0000806	7	2	2	2	0
AT2G17730	OG0000807	3	3	3	3	1
AT3G15450	OG0000808	3	3	3	2	2
AT3G03480	OG0000809	5	1	2	2	3
AT2G37120	OG0000810	3	3	3	3	1
AT3G25520	OG0000811	2	4	3	2	2
AT1G53310	OG0000812	2	3	3	3	2
AT2G20550	OG0000813	2	3	3	3	2
AT2G18730	OG0000814	3	3	3	3	1
AT1G69840	OG0000815	1	4	3	3	2
AT2G17700	OG0000816	2	2	2	2	5
AT3G05450	OG0000817	1	4	7	1	0
AT1G15250	OG0000818	2	3	3	3	2
AT1G45616	OG0000819	4	2	4	2	1
AT3G07870	OG0000820	1	1	1	1	9
AT3G08890	OG0000821	3	3	3	3	1
AT3G20980	OG0000822	1	1	8	2	1
AT3G09035	OG0000823	2	3	3	3	2
AT3G04050	OG0000824	4	2	3	4	0
AT2G17890	OG0000825	2	3	3	3	2
AT1G15720	OG0000826	2	3	4	2	2
AT1G49490	OG0000827	3	3	3	3	1
ATCG00340	OG0000828	1	2	6	2	2
AT2G37190	OG0000829	3	3	2	3	2
AT2G44680	OG0000830	3	2	3	3	2
AT2G44460	OG0000831	4	3	3	3	0
AT1G63800	OG0000832	2	3	3	3	2
AT1G55810	OG0000833	2	3	3	3	2
AT2G44540	OG0000834	2	3	3	4	1
AT3G60770	OG0000835	3	3	3	2	2
AT5G18460	OG0000836	3	2	3	2	3
AT2G36160	OG0000837	2	3	3	3	2
AT2G36410	OG0000838	3	3	3	3	1
AT1G01600	OG0000839	2	3	3	3	2
AT2G35210	OG0000840	3	3	3	3	1
AT1G51410	OG0000841	3	2	3	2	3
AT1G64190	OG0000842	1	3	3	3	3
AT2G31800	OG0000843	3	3	3	3	1
AT2G34360	OG0000844	4	2	2	2	3
AT2G39280	OG0000845	3	2	4	2	2
AT4G35670	OG0000846	1	0	4	4	4
AT4G08990	OG0000847	2	2	4	4	1
AT3G28510	OG0000848	7	1	2	3	0
AT3G61790	OG0000849	3	3	2	3	2
AALP_AA5G116600	OG0000850	1	1	11	0	0
AT3G45650	OG0000851	1	2	2	2	6
AT3G55700	OG0000852	2	1	3	2	5
AT3G51420	OG0000853	1	4	3	4	1
AT3G50740	OG0000854	3	2	2	3	3
AT2G01510	OG0000855	1	3	3	2	4
AT5G38910	OG0000856	1	4	4	4	0
AT1G35710	OG0000857	2	7	2	2	0
AT2G21740	OG0000858	2	4	3	3	1
AT5G49760	OG0000859	2	4	3	3	1
AT1G22150	OG0000860	1	5	3	3	1
AT1G05160	OG0000861	1	1	2	2	7
AT3G29785	OG0000862	1	10	0	1	1
AT5G39580	OG0000863	2	2	2	2	5
AT5G02940	OG0000864	1	4	5	2	1
AT3G53690	OG0000865	1	1	10	1	0
AT1G62020	OG0000866	3	2	3	2	3
AT4G20860	OG0000867	2	2	2	2	5
AT2G24200	OG0000868	2	3	3	3	2
AALP_AA6G145500	OG0000869	1	12	0	0	0
AT2G23590	OG0000870	2	2	3	5	1
AT1G67270	OG0000871	2	1	5	3	2
AT2G27710	OG0000872	1	3	3	2	4
AT4G17160	OG0000873	2	3	3	3	2
AT2G31610	OG0000874	3	3	3	3	1
AT1G11520	OG0000875	2	4	3	2	2
AT1G27770	OG0000876	2	4	3	3	1
AT4G34131	OG0000877	4	1	3	2	3
AT4G04790	OG0000878	3	4	2	2	2
AT1G29790	OG0000879	1	3	4	3	2
AT4G29905	OG0000880	4	3	2	3	1
AT4G34920	OG0000881	3	2	3	3	2
AT4G39990	OG0000882	3	3	4	2	1
AT4G25970	OG0000883	2	4	3	2	2
AT4G25160	OG0000884	2	2	5	3	1
AT1G64160	OG0000885	1	4	3	4	1
AT3G03780	OG0000886	1	3	4	3	2
AT5G67360	OG0000887	1	1	5	1	5
AT5G25250	OG0000888	2	3	4	3	1
AT5G24150	OG0000889	3	3	4	3	0
AT5G58700	OG0000890	2	1	1	1	8
AT3G10560	OG0000891	1	3	4	4	1
AT5G10420	OG0000892	5	2	2	3	1
AT3G32960	OG0000893	1	6	5	1	0
AALP_AAs56513U000200	OG0000894	2	10	1	0	0
AT2G29100	OG0000895	1	2	3	3	4
AT4G12560	OG0000896	1	3	5	2	2
Ah1G37160	OG0000897	0	13	0	0	0
Ah1G34740	OG0000898	0	13	0	0	0
Ah1G44250	OG0000899	0	13	0	0	0
AT1G21160	OG0000900	0	4	3	5	1
AT1G53500	OG0000901	0	3	3	3	4
AT1G10210	OG0000902	0	4	4	4	1
Ah1G39380	OG0000903	0	13	0	0	0
Ah1G25140	OG0000904	0	13	0	0	0
Ah1G39340	OG0000905	0	11	2	0	0
AT3G54140	OG0000906	0	2	2	2	7
AT4G31640	OG0000907	0	2	6	5	0
AT2G18060	OG0000908	0	3	3	3	4
AT3G54065	OG0000909	0	2	3	2	6
Ah2G01620	OG0000910	0	6	7	0	0
AT5G45060	OG0000911	0	5	6	2	0
AL5G25620	OG0000912	0	0	1	0	12
AT1G18760	OG0000913	0	0	8	4	1
null	OG0000914	0	0	0	0	13
null	OG0000915	0	0	0	0	13
null	OG0000916	0	0	0	0	13
null	OG0000917	0	0	0	0	13
null	OG0000918	0	0	0	0	13
null	OG0000919	0	0	0	0	13
null	OG0000920	0	0	0	0	13
AT1G29230	OG0000921	2	3	3	3	1
AT1G25230	OG0000922	2	1	3	3	3
AT1G10490	OG0000923	2	2	4	2	2
AT1G07140	OG0000924	2	3	2	3	2
AT1G21100	OG0000925	3	3	2	4	0
AT1G31670	OG0000926	3	1	1	4	3
AT5G10530	OG0000927	1	1	4	2	4
AT1G02840	OG0000928	1	3	3	3	2
AT1G27030	OG0000929	4	2	5	1	0
AT3G22570	OG0000930	2	3	2	4	1
AALP_AA1G070300	OG0000931	12	0	0	0	0
AT3G29635	OG0000932	1	3	3	5	0
AT1G21740	OG0000933	2	2	3	2	3
AT1G24070	OG0000934	3	3	3	3	0
AT1G65710	OG0000935	3	3	3	2	1
AT3G11325	OG0000936	4	2	2	3	1
AT2G05850	OG0000937	2	4	3	3	0
AT1G06640	OG0000938	5	1	3	3	0
AT1G17720	OG0000939	2	3	3	2	2
AT1G12640	OG0000940	3	3	3	2	1
AT3G45920	OG0000941	4	2	3	3	0
AT1G01540	OG0000942	2	2	4	2	2
AT1G79330	OG0000943	3	3	3	2	1
AT4G02930	OG0000944	2	4	4	1	1
AT1G18080	OG0000945	2	3	3	3	1
AT1G24388	OG0000946	2	4	4	2	0
AT1G14040	OG0000947	4	1	3	2	2
AT1G05170	OG0000948	1	3	3	3	2
AT5G26865	OG0000949	1	0	4	7	0
AT2G25344	OG0000950	3	1	4	4	0
AT1G02830	OG0000951	1	3	3	3	2
AT1G14320	OG0000952	2	3	3	3	1
AT1G32580	OG0000953	3	2	4	2	1
AT1G02205	OG0000954	2	3	2	2	3
AT1G22250	OG0000955	2	4	2	2	2
AT1G03220	OG0000956	2	2	2	2	4
AT1G19950	OG0000957	2	3	3	3	1
AT1G06800	OG0000958	2	3	3	3	1
AT1G23080	OG0000959	3	3	3	3	0
AT1G30800	OG0000960	2	3	3	3	1
AT1G11920	OG0000961	2	2	3	4	1
AT2G27410	OG0000962	2	1	4	5	0
AT1G07500	OG0000963	1	2	5	2	2
AT1G34470	OG0000964	3	3	2	3	1
AT1G27740	OG0000965	1	5	3	2	1
AT1G08130	OG0000966	3	2	2	2	3
AALP_AA2G001700	OG0000967	12	0	0	0	0
AT1G60740	OG0000968	2	4	2	3	1
AT1G66880	OG0000969	3	3	3	2	1
AT1G54540	OG0000970	2	3	3	3	1
AT1G68990	OG0000971	2	2	2	2	4
AT4G37060	OG0000972	5	2	2	2	1
AT1G63010	OG0000973	1	3	3	3	2
AT1G58270	OG0000974	7	2	2	1	0
AT1G21870	OG0000975	1	5	3	2	1
AT1G52360	OG0000976	1	3	3	3	2
AT1G78660	OG0000977	3	2	4	2	1
AT1G18350	OG0000978	1	1	2	2	6
AT1G78290	OG0000979	2	2	4	2	2
AT1G17970	OG0000980	3	3	2	2	2
AT1G66170	OG0000981	1	2	1	1	7
AT1G58440	OG0000982	2	2	3	3	2
AT1G61800	OG0000983	3	2	3	2	2
AT5G13740	OG0000984	2	3	3	2	2
AT4G24180	OG0000985	3	2	2	2	3
AT2G43510	OG0000986	6	2	3	1	0
AT1G15210	OG0000987	2	3	3	3	1
AT1G15470	OG0000988	2	2	3	3	2
AT3G22360	OG0000989	2	3	3	3	1
AT3G11040	OG0000990	2	3	3	3	1
AT3G11710	OG0000991	2	4	3	2	1
AT1G53840	OG0000992	5	2	2	2	1
AT3G06140	OG0000993	2	2	2	2	4
AT3G02250	OG0000994	2	1	2	2	5
AT2G38630	OG0000995	3	2	2	2	3
AT2G19910	OG0000996	3	2	3	3	1
AT1G52710	OG0000997	2	3	3	3	1
AT3G14140	OG0000998	3	2	3	3	1
AT2G19750	OG0000999	2	3	3	3	1
AT2G40110	OG0001000	2	3	3	3	1
AT1G50310	OG0001001	3	1	3	3	2
AT4G15400	OG0001002	7	1	2	2	0
AT2G19860	OG0001003	2	2	2	2	4
AT3G18070	OG0001004	2	2	2	2	4
AT1G54300	OG0001005	1	4	5	2	0
AT2G04622	OG0001006	1	3	4	4	0
AT3G25180	OG0001007	1	2	7	1	1
AT2G31160	OG0001008	2	2	3	2	3
AT2G19620	OG0001009	2	3	2	2	3
AT5G11360	OG0001010	4	2	3	3	0
AT3G21750	OG0001011	1	1	1	1	8
AT3G10950	OG0001012	4	2	2	2	2
AT3G01020	OG0001013	3	3	2	3	1
AT2G17320	OG0001014	2	3	3	3	1
AT2G15740	OG0001015	1	2	5	4	0
AT3G45030	OG0001016	1	3	3	3	2
AT2G19680	OG0001017	1	3	3	3	2
AALP_AA4G014900	OG0001018	12	0	0	0	0
AT3G59700	OG0001019	6	0	2	4	0
AT1G17270	OG0001020	1	3	4	3	1
AT2G07440	OG0001021	2	2	2	3	3
AT2G41620	OG0001022	3	3	3	2	1
AT1G20260	OG0001023	1	3	3	3	2
AT4G16220	OG0001024	1	4	3	3	1
AT2G42790	OG0001025	2	3	3	3	1
AT2G47030	OG0001026	2	3	2	3	2
AT2G36190	OG0001027	4	2	2	2	2
AT2G47070	OG0001028	2	3	2	2	3
AT2G46490	OG0001029	2	2	5	2	1
AT2G37390	OG0001030	2	2	3	2	3
AT5G40880	OG0001031	3	3	2	2	2
AT2G13985	OG0001032	2	2	5	3	0
AT3G53840	OG0001033	2	2	1	2	5
AT1G47370	OG0001034	1	3	3	5	0
AT3G51330	OG0001035	2	4	3	3	0
AT2G41240	OG0001036	1	1	4	3	3
AT2G02100	OG0001037	2	3	3	3	1
AT2G02610	OG0001038	1	3	1	7	0
AT1G48660	OG0001039	2	6	2	2	0
AT1G06630	OG0001040	1	4	5	2	0
AT1G64440	OG0001041	2	3	3	3	1
AT3G49530	OG0001042	2	4	2	2	2
AT1G21990	OG0001043	1	5	3	3	0
AT3G27830	OG0001044	2	3	3	3	1
AT2G28760	OG0001045	1	3	3	3	2
AT3G50500	OG0001046	2	3	3	3	1
AT1G02980	OG0001047	2	2	2	3	3
AT1G28090	OG0001048	2	3	3	3	1
AT1G14860	OG0001049	3	2	3	2	2
AT2G01140	OG0001050	1	3	3	3	2
AT3G27070	OG0001051	4	2	2	3	1
AT1G64630	OG0001052	2	2	2	2	4
AT4G18100	OG0001053	2	3	3	2	2
AT1G04300	OG0001054	1	3	4	3	1
AT3G13210	OG0001055	1	3	4	3	1
AT1G49015	OG0001056	2	2	4	3	1
AT4G16720	OG0001057	2	3	3	2	2
AT2G28010	OG0001058	2	2	3	5	0
AT4G19050	OG0001059	2	4	4	2	0
AT2G23900	OG0001060	2	2	3	2	3
AT2G22240	OG0001061	3	2	3	3	1
AT1G32700	OG0001062	1	3	3	3	2
AT4G25740	OG0001063	2	3	3	3	1
AT2G04400	OG0001064	1	2	5	2	2
AT1G63830	OG0001065	2	3	3	3	1
AT1G10000	OG0001066	2	3	5	2	0
AT2G32190	OG0001067	2	3	3	3	1
AT4G18970	OG0001068	3	2	2	2	3
AT2G47380	OG0001069	1	2	5	3	1
AT2G22840	OG0001070	3	2	2	2	3
AT2G40113	OG0001071	1	2	3	3	3
AT2G23550	OG0001072	1	4	3	4	0
AT3G27560	OG0001073	2	3	2	3	2
AT4G11260	OG0001074	3	3	2	2	2
AT3G43980	OG0001075	2	3	3	4	0
AT1G02300	OG0001076	1	4	3	3	1
AT4G33355	OG0001077	1	1	1	1	8
AT4G10895	OG0001078	1	2	3	3	3
AT5G18880	OG0001079	1	7	3	1	0
AT4G28790	OG0001080	4	1	3	4	0
AT4G37930	OG0001081	2	4	2	2	2
AT1G42470	OG0001082	2	2	2	2	4
AT3G03050	OG0001083	1	3	3	3	2
AT1G29310	OG0001084	1	3	2	3	3
AT4G27730	OG0001085	2	3	3	3	1
AT4G32208	OG0001086	2	3	2	3	2
AT4G26740	OG0001087	2	3	3	3	1
AT1G72270	OG0001088	1	3	5	2	1
AT4G21450	OG0001089	2	3	2	2	3
AALP_AA7G071800	OG0001090	12	0	0	0	0
AT5G06180	OG0001091	2	3	3	2	2
AT1G21620	OG0001092	4	1	4	3	0
AT3G27600	OG0001093	1	4	4	2	1
AT5G08020	OG0001094	3	2	4	2	1
AT5G05880	OG0001095	3	3	3	3	0
AT4G16420	OG0001096	1	1	1	1	8
AT1G33607	OG0001097	1	2	3	5	1
AT4G32460	OG0001098	2	3	3	3	1
AT3G24780	OG0001099	4	1	4	2	1
AT5G02560	OG0001100	3	2	3	2	2
AT3G08943	OG0001101	1	3	3	3	2
AT1G64110	OG0001102	1	3	3	3	2
AT5G10760	OG0001103	2	3	3	2	2
AT3G02210	OG0001104	1	3	3	3	2
AT1G13890	OG0001105	1	3	3	3	2
AT5G08670	OG0001106	2	3	3	3	1
AT5G49730	OG0001107	5	1	2	2	2
AALP_AA8G311500	OG0001108	1	10	1	0	0
AT1G10590	OG0001109	1	2	3	3	3
AT1G07540	OG0001110	1	3	3	3	2
AT2G30650	OG0001111	1	4	4	3	0
AT1G73450	OG0001112	1	3	3	3	2
AT2G33070	OG0001113	1	3	4	4	0
AT1G20405	OG0001114	0	6	4	2	0
AT1G34560	OG0001115	0	1	7	4	0
AT1G30620	OG0001116	0	3	4	4	1
AT1G16270	OG0001117	0	2	2	2	6
AT1G08360	OG0001118	0	3	3	3	3
AT1G01820	OG0001119	0	4	4	3	1
AT1G01140	OG0001120	0	3	3	3	3
AT1G04170	OG0001121	0	3	5	3	1
AT1G12920	OG0001122	0	3	3	3	3
AT1G10330	OG0001123	0	1	1	1	9
AT5G01130	OG0001124	0	4	4	4	0
AT3G05750	OG0001125	0	3	4	3	2
AT5G22600	OG0001126	0	4	5	3	0
AT1G52603	OG0001127	0	2	7	3	0
AT2G01250	OG0001128	0	3	4	3	2
AT2G25120	OG0001129	0	6	3	3	0
AT2G42520	OG0001130	0	3	3	3	3
AT1G10190	OG0001131	0	4	4	4	0
AT5G38350	OG0001132	0	5	6	1	0
Ah2G03700	OG0001133	0	12	0	0	0
AT4G30070	OG0001134	0	3	4	4	1
AT1G36230	OG0001135	0	3	8	1	0
AT2G38590	OG0001136	0	1	6	5	0
AT1G65870	OG0001137	0	1	2	1	8
AT1G59790	OG0001138	0	5	5	2	0
AT1G66045	OG0001139	0	1	8	3	0
AT5G46930	OG0001140	0	3	4	5	0
AL1G45310	OG0001141	0	0	12	0	0
AL1G54710	OG0001142	0	0	12	0	0
AL3G26990	OG0001143	0	0	1	0	11
AT1G65850	OG0001144	0	0	0	12	0
null	OG0001145	0	0	0	0	12
null	OG0001146	0	0	0	0	12
null	OG0001147	0	0	0	0	12
null	OG0001148	0	0	0	0	12
null	OG0001149	0	0	0	0	12
AALP_AA1G217700	OG0001150	11	0	0	0	0
AT1G01070	OG0001151	3	2	3	3	0
AT1G23170	OG0001152	3	2	2	2	2
AT1G07080	OG0001153	2	2	1	2	4
AT1G20720	OG0001154	2	2	3	3	1
AT1G14290	OG0001155	3	3	2	2	1
AT1G06090	OG0001156	5	1	2	3	0
AT1G05900	OG0001157	4	1	2	2	2
AT1G15150	OG0001158	2	1	3	4	1
AT1G04150	OG0001159	2	2	2	2	3
AT1G14660	OG0001160	2	3	2	2	2
AT1G22430	OG0001161	3	2	2	3	1
AALP_AA1G149400	OG0001162	11	0	0	0	0
AT1G05860	OG0001163	1	3	3	3	1
AT1G04710	OG0001164	1	2	3	3	2
AT1G16820	OG0001165	7	1	1	1	1
AT1G13090	OG0001166	2	3	3	3	0
AT1G47200	OG0001167	1	2	5	2	1
AT1G02405	OG0001168	1	3	3	3	1
AT3G28810	OG0001169	2	2	3	4	0
AT1G32100	OG0001170	4	1	2	2	2
AT1G14600	OG0001171	2	2	2	2	3
AT1G13140	OG0001172	2	3	3	3	0
AT1G08080	OG0001173	2	3	2	2	2
AT4G39420	OG0001174	1	1	1	1	7
AT4G25850	OG0001175	2	2	3	3	1
AT1G33480	OG0001176	1	4	2	3	1
AT1G22200	OG0001177	3	2	2	2	2
AT1G23820	OG0001178	1	3	3	3	1
AT1G09240	OG0001179	2	2	2	2	3
AT1G04810	OG0001180	2	3	3	2	1
AT1G07030	OG0001181	3	2	2	2	2
AT1G14220	OG0001182	1	3	2	2	3
AT1G24180	OG0001183	4	2	2	2	1
AT1G09210	OG0001184	2	3	3	2	1
AT1G02780	OG0001185	2	3	2	3	1
AT1G15670	OG0001186	2	3	2	2	2
AT3G07590	OG0001187	2	2	3	2	2
AT5G25980	OG0001188	2	1	5	3	0
AT1G22490	OG0001189	2	2	2	2	3
AT1G21390	OG0001190	2	2	3	2	2
AT1G15030	OG0001191	2	2	3	2	2
AT1G04240	OG0001192	2	2	2	2	3
AT1G02000	OG0001193	3	1	3	3	1
AT1G21140	OG0001194	1	3	3	3	1
AT1G75750	OG0001195	2	3	2	2	2
AT2G43745	OG0001196	2	6	2	1	0
AT1G77490	OG0001197	1	3	3	2	2
AT1G76490	OG0001198	2	2	2	2	3
AT1G70300	OG0001199	2	2	2	2	3
AT1G59722	OG0001200	3	2	3	3	0
AT1G75030	OG0001201	4	2	2	2	1
AT1G61563	OG0001202	3	0	4	3	1
AT1G22260	OG0001203	2	5	1	2	1
AT1G09795	OG0001204	1	3	4	2	1
AT1G63300	OG0001205	2	3	3	2	1
AT1G17420	OG0001206	2	2	2	2	3
AT1G36675	OG0001207	2	2	3	4	0
AT1G10560	OG0001208	1	2	3	2	3
