"","assembly","gene","scaffold","start","end","length","max_length","copy"
"3722","WS1_v2_s","AL4G44060","scaffold_4_RagTag",20089364,20095892,6528,8181.25,1
"3822","WS1_v2_s","AL6G36110","scaffold_6_RagTag",11781043,11783138,2095,2593.75,1
"3921","WS1_v2_s","AL8G32740","scaffold_8_RagTag",18174712,18180843,6131,7657.5,1
"4018","WS1_v2_s","AL1G40480","scaffold_1_RagTag",12726818,12733687,6869,8606.25,1
"4122","WS1_v2_s","AL4G23330","scaffold_4_RagTag",10312083,10314921,2838,3543.75,1
"4219","WS1_v2_s","AL6G24590","scaffold_6_RagTag",6047717,6050579,2862,3593.75,1
"4322","WS1_v2_s","AL1G31800","scaffold_1_RagTag",8646907,8651682,4775,5962.5,1
"4421","WS1_v2_s","AL6G10970","scaffold_6_RagTag",394924,398472,3548,4407.5,1
"4522","WS1_v2_s","AL1G11800","scaffold_1_RagTag",811323,814046,2723,3423.75,1
"4621","WS1_v2_s","AL1G13710","scaffold_1_RagTag",1565881,1568931,3050,3810,1
"4722","WS1_v2_s","AL6G51420","scaffold_6_RagTag",25946105,25948244,2139,2703.75,1
"4821","WS1_v2_s","AL8G19860","scaffold_8_RagTag",10203783,10205567,1784,2268.75,1
