accession	assembly	sample_name	location	latitude	longitude	pop_name	OG0000007	OG0000009	OG0000012	OG0000015	OG0000016	OG0000022	OG0000024	OG0000027	OG0000029	OG0000030	OG0000038	OG0000039	OG0000040	OG0000042	OG0000045	OG0000046	OG0000047	OG0000049	OG0000054	OG0000060	OG0000065	OG0000074	OG0000075	OG0000077	OG0000083	OG0000086	OG0000087	OG0000090	OG0000093	OG0000095	OG0000096	OG0000100	OG0000103	OG0000106	OG0000107	OG0000118	OG0000126	OG0000141	OG0000142	OG0000147	OG0000150	OG0000158	OG0000159	OG0000164	OG0000166	OG0000167	OG0000170	OG0000182	OG0000184	OG0000185	OG0000186	OG0000188	OG0000192	OG0000196	OG0000199	OG0000200	OG0000202	OG0000205	OG0000206	OG0000207	OG0000210	OG0000213	OG0000217	OG0000220	OG0000224	OG0000228	OG0000242	OG0000248	OG0000253	OG0000255	OG0000258	OG0000261	OG0000264	OG0000266	OG0000269	OG0000271	OG0000272	OG0000276	OG0000297	OG0000298	OG0000299	OG0000319	OG0000320	OG0000325	OG0000329	OG0000338	OG0000339	OG0000343	OG0000347	OG0000348	OG0000360	OG0000361	OG0000367	OG0000372	OG0000375	OG0000382	OG0000384	OG0000385	OG0000386	OG0000388	OG0000402	OG0000418	OG0000419	OG0000422	OG0000432	OG0000434	OG0000440	OG0000442	OG0000445	OG0000448	OG0000452	OG0000453	OG0000473	OG0000496	OG0000500	OG0000501	OG0000503	OG0000504	OG0000510	OG0000513	OG0000534	OG0000535	OG0000546	OG0000549	OG0000589	OG0000591	OG0000594	OG0000598	OG0000599	OG0000601	OG0000605	OG0000606	OG0000618	OG0000620	OG0000621	OG0000639	OG0000679	OG0000692	OG0000712	OG0000720	OG0000724	OG0000725	OG0000728	OG0000731	OG0000736	OG0000739	OG0000761	OG0000792	OG0000817	OG0000822	OG0000846	OG0000857	OG0000862	OG0000865	OG0000887	OG0000893	OG0000907	OG0000913	OG0000929	OG0000949	OG0000962	OG0001007	OG0001019	OG0001038	OG0001079	OG0001115	OG0001127	OG0001132	OG0001135	OG0001136	OG0001139	OG0001188	OG0001196	OG0001202	OG0001262	OG0001318	OG0001336	OG0001349	OG0001363	OG0001392	OG0001395	OG0001398	OG0001400	OG0001401	OG0001408	OG0001411	OG0001412	OG0001688	OG0001769	OG0001813	OG0001820	OG0001841	OG0001885	OG0001893	OG0001901	OG0001911	OG0001918	OG0001923	OG0001927	OG0001928	OG0001929	OG0002178	OG0002370	OG0002564	OG0002742	OG0002810	OG0002829	OG0002867	OG0002883	OG0002891	OG0002892	OG0002893	OG0002919	OG0003409	OG0003680	OG0003687	OG0003691	OG0003730	OG0003767	OG0003807	OG0003808	OG0003820	OG0004081	OG0004132	OG0004303	OG0004694	OG0004872	OG0005764	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	cec_0.5cm_Q0.5_250m	cec_5.15cm_Q0.5_250m	phh2o_0.5cm_Q0.5_250m	phh2o_5.15cm_Q0.5_250m	soc_0.5cm_Q0.5_250m	soc_5.15cm_Q0.5_250m	PC1	PC2	busco_complete_pct	busco_duplicated_pct	contig_n50_mbp	total_length_bp	te_int_frac
GCA_946405725.1	IP-Med-0.PacbioHiFiAssembly	IP-Med-0	Spain	42.455239	-6.765742	IP-Med-0	3	31	30	16	28	16	14	20	9	22	1	11	16	10	0	11	5	10	14	12	9	78	1	15	18	1	1	13	14	1	22	2	12	7	9	12	8	4	11	7	6	1	2	7	2	5	3	5	11	5	3	4	3	7	15	1	5	2	10	3	7	7	4	9	1	3	2	1	2	1	2	15	7	4	14	9	1	6	9	10	5	2	1	9	14	1	3	4	3	11	5	3	1	7	0	8	3	1	4	1	8	1	1	4	1	4	2	14	3	2	1	1	9	1	17	2	1	9	3	4	5	1	7	4	0	1	2	3	2	18	3	3	2	2	1	2	9	8	4	1	2	1	4	7	9	10	5	1	0	2	4	2	1	1	1	1	5	4	1	19	5	1	4	7	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	5	2	7	0	2	2	0	1	2	4	3	1	3	1	4	2	2	1	3	3	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	11.55	9.6	0.388000011444092	521.6	24.85	0.250000000000057	24.6	8.45000000000005	18.55	18.55	5.25000000000006	1145	178.8	29.4	46.2	465.8	109.8	109.8	397.9	25	20.4	6.7	6.7	38.1	30.3	10.9820280074928	-1.05252274884949	99.4	1.1	13	140003997	0.243347281444036
GCA_946405905.1	MONTM-B-16.PacbioHiFiAssembly	MONTM-B-16	France	42.861218	0.596869	MONTM-B-16	3	30	28	16	29	15	15	22	8	21	1	11	16	9	1	11	5	10	12	14	12	104	1	14	18	1	4	15	14	1	22	2	6	7	9	17	8	3	12	8	8	1	2	7	2	5	2	5	15	4	3	4	3	7	15	1	5	2	10	3	7	7	4	9	1	3	2	1	2	1	2	13	7	4	16	9	1	9	9	10	5	2	1	9	13	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	16	4	2	1	1	11	1	18	2	2	9	8	4	5	2	7	4	1	1	2	3	2	22	3	3	3	3	1	2	9	8	4	1	2	1	5	6	7	10	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	8	0	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	3	2	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	10.45	8.6	0.359999990463257	565.1	22.7500000000001	-1.14999999999998	23.9	9.05000000000001	17.55	17.85	3.45000000000005	1158.6	120.2	75.5	15.4	327.5	248.2	249.4	292.4	21.5	14.4	6	6.1	53.2	39.8	-4.01917390628698	-1.69984077441792	99.4	1	12	138389716	0.23431197734375
GCA_946406325.1	IP-Alo-0.9506.PacbioHiFiAssembly	IP-Alo-0.9506	Spain	40.109691	-7.476146	IP-Alo-0 (9506)	3	31	29	16	30	16	13	21	8	22	1	12	15	10	0	11	5	10	12	13	11	89	1	12	18	1	4	13	14	1	22	2	7	7	9	13	8	4	11	8	8	1	2	6	2	5	2	5	14	5	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	0	2	14	7	3	15	9	1	7	10	10	5	2	1	10	14	1	3	5	3	10	5	4	1	7	1	8	3	1	4	1	8	1	1	4	1	4	2	11	2	1	1	1	8	1	17	2	2	9	8	4	4	2	7	4	1	1	2	3	2	19	3	3	3	3	1	1	7	8	4	1	2	1	4	7	8	10	5	1	1	2	4	2	0	1	1	0	5	4	1	19	5	1	4	6	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	2	4	2	1	4	1	4	2	2	1	3	2	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	12.95	9.6	0.36800000667572	561.6	27.95	1.75000000000006	26.2	9.65000000000003	20.65	20.65	6.35000000000002	1257.1	214.3	12	61	566.7	64.5	64.5	491.6	18.8	14.8	5.2	5.1	46.4	40	-1.98616044430525	-2.32527795353947	99.4	1.1	16	136903266	0.232832860247468
GCA_946406525.1	Ler-0.7213.PacbioHiFiAssembly	Ler-0.7213	Poland	52.7325	15.2369	Ler-0 (7213)	3	30	29	18	35	16	25	23	10	22	1	11	16	10	1	11	5	10	14	13	10	118	1	11	17	1	4	15	23	1	23	2	8	9	8	12	8	4	11	8	8	1	2	7	2	5	2	5	13	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	7	3	13	9	1	9	9	10	5	2	1	10	13	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	9	3	2	1	1	9	1	12	2	2	9	8	4	5	2	7	4	0	1	2	3	2	19	3	3	3	3	1	2	9	8	4	1	2	1	4	7	8	13	14	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	7	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	3	4	3	1	3	1	4	2	2	1	1	3	4	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	9.25000000000006	7.2	0.276999998092651	693.6	23.55	-2.54999999999995	26.1	18.2500000000001	4.65000000000003	18.2500000000001	0.450000000000045	590.5	75.1	34.5	24.1	201.6	114.7	201.6	123.8	NA	NA	NA	NA	NA	NA	-4.30485347420155	3.3061448012948	99.4	1	19	134502208	0.221335430712011
GCA_946406595.1	BANI-C-12.PacbioHiFiAssembly	BANI-C-12	France	43.043644	0.234303	BANI-C-12	3	31	28	17	27	16	17	21	10	19	1	11	15	10	1	11	5	10	13	13	9	85	0	13	16	1	3	15	17	2	22	2	14	7	9	14	8	4	11	8	8	1	2	7	2	5	4	5	9	4	3	4	2	7	15	1	5	1	11	3	6	7	4	9	1	3	2	1	2	0	2	16	5	3	14	9	1	4	9	10	5	2	1	9	13	1	3	4	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	18	2	2	1	1	10	1	16	2	2	8	8	4	5	1	7	4	1	1	1	3	2	23	3	3	3	2	1	2	10	8	4	1	2	1	5	7	8	14	5	1	0	2	4	2	1	1	1	1	5	4	1	17	5	1	4	6	0	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	0	1	3	3	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	12.05	8.4	0.363000011444092	540.5	24.05	0.950000000000045	23.1	6.15000000000003	18.85	19.15	5.35000000000002	1258.8	129.5	78.1	17.8	371.7	247.4	250.3	330.8	21.3	15.2	5.7	5.7	50.5	34.4	0.634380043663509	-1.98264404301012	99.4	1	25	138894758	0.23502701952222
GCA_946406625.1	IP-Hom-4.9546.PacbioHiFiAssembly	IP-Hom-4.9546	Spain	40.816799	-1.68601	IP-Hom-4 (9546)	3	31	27	19	32	16	15	22	10	19	1	11	16	9	1	11	5	10	13	13	10	94	1	15	16	1	5	15	14	2	23	2	13	7	8	13	8	4	12	8	8	1	2	7	2	5	3	5	12	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	4	2	1	2	0	2	16	7	3	13	9	1	8	9	10	5	2	1	10	13	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	15	2	2	1	1	9	1	14	2	2	9	8	4	5	2	7	4	1	1	2	3	2	13	3	3	3	3	1	2	9	7	4	1	2	1	4	7	9	12	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	3	0	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	3	4	5	2	2	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	10.45	10.9	0.378999996185303	634.7	26.7500000000001	-1.94999999999999	28.7	12.45	4.05000000000001	19.2500000000001	2.95000000000005	515.7	75.8	24.6	33.3	184.8	90.6	106.3	101.4	21.8	20.6	7.2	7.6	21	14.2	-0.0906394525659773	-1.79847428862417	99.4	1.1	19	137760008	0.23352111739134
GCA_946406735.1	BARA-C-3.PacbioHiFiAssembly	BARA-C-3	France	44.270842	2.427551	BARA-C-3	3	31	28	15	34	16	18	22	10	21	1	11	14	10	1	11	5	10	15	14	12	70	1	15	20	1	5	16	14	2	23	2	12	9	9	16	8	4	11	8	8	1	2	7	2	5	3	5	13	4	2	4	3	7	14	1	5	2	10	3	7	7	4	9	1	3	2	1	2	1	2	15	6	2	15	9	1	7	9	10	5	2	1	10	14	1	3	5	3	11	5	4	1	8	1	8	2	1	4	1	8	1	1	4	1	4	2	16	3	2	1	1	9	1	18	2	2	9	8	4	5	1	7	4	1	1	2	3	2	15	3	3	3	3	1	2	9	7	4	1	2	1	4	6	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	22	5	1	4	8	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	2	1	3	1	4	2	2	1	7	2	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	9.95000000000005	7.9	0.342000007629395	549	22.85	-0.349999999999966	23.2	6.85000000000002	16.85	17.2500000000001	3.25000000000006	1206.2	125	64.8	16.4	342.3	246.2	250.2	310.7	20.8	17.6	7	7	38.9	21	-5.43777702949953	-4.52255631684867	99.4	1.1	14	135922974	0.217765717810147
GCA_946406895.1	Rabacal-1.22005.PacbioHiFiAssembly	Rabacal-1.22005	Portugal	32.7536	-17.1297	Rabacal-1 (22005)	3	30	30	17	30	16	15	22	10	22	1	11	15	9	0	11	5	10	13	13	9	86	1	11	14	1	2	14	14	2	21	2	12	6	9	12	8	3	11	7	8	1	2	7	2	5	3	5	8	3	2	4	3	8	15	1	5	1	10	3	7	7	4	9	0	2	2	1	2	0	2	15	6	3	13	8	1	6	9	10	4	2	1	9	15	1	3	4	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	16	2	2	1	1	8	1	16	2	1	8	5	3	5	2	7	4	0	1	2	3	2	4	3	3	3	2	1	2	9	8	4	1	2	1	6	7	7	10	5	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	5	0	4	2	1	1	5	2	3	1	4	3	1	3	6	1	2	1	0	4	3	2	1	1	7	3	2	8	2	7	1	2	2	0	1	2	4	2	1	2	1	5	2	2	1	3	2	4	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	13.2500000000001	2.9	0.215000009536743	359.4	21.55	8.05000000000001	13.5	10.55	18.2500000000001	18.45	9.65000000000003	3040.2	542.9	20.9	63.2	1328.8	121.4	207.7	1031.5	20.6	14.6	5.6	5.5	46	41.8	14.7770517150577	-1.13517744027819	99.3	1.2	25	148251191	0.27325294135411
GCA_946406975.1	CAMA-C-2.PacbioHiFiAssembly	CAMA-C-2	France	43.824878	2.881661	CAMA-C-2	3	31	34	18	28	16	12	21	10	22	1	11	16	9	1	11	4	10	12	13	10	78	1	11	16	1	4	16	17	2	22	2	7	9	8	14	8	4	11	8	8	1	2	7	2	5	3	5	11	4	2	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	16	7	3	14	9	1	4	10	10	5	2	1	9	13	1	3	5	3	12	5	4	1	8	1	8	2	1	4	0	8	1	1	4	1	4	2	15	3	2	1	1	9	1	12	2	2	9	8	4	5	2	7	4	1	1	2	3	2	19	3	3	3	3	1	2	10	8	4	1	2	1	5	7	9	13	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	1	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	0	1	3	4	3	1	3	1	4	2	2	1	3	3	5	1	2	1	1	1	1	2	2	1	0	2	1	1	2	1	1	1	11.85	7.9	0.322000002861023	586.4	25.2500000000001	0.750000000000057	24.5	8.35000000000002	19.7500000000001	19.7500000000001	4.65000000000003	1205.4	141.5	45.1	28.9	412.5	181.8	181.8	351.7	20.5	21.1	7.3	7.3	30.4	18	-4.42171610692891	-4.28183863026632	99.5	1.1	21	135703562	0.220701789684784
GCA_946407145.1	BARC-A-17.PacbioHiFiAssembly	BARC-A-17	France	43.362044	0.387723	BARC-A-17	3	31	25	14	31	16	16	22	9	21	1	11	15	9	1	11	5	10	15	14	11	94	1	12	20	1	5	14	14	2	22	2	12	7	8	14	8	4	11	8	8	1	2	7	2	5	1	5	10	4	2	4	3	7	13	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	16	7	2	15	9	1	4	9	10	5	2	1	9	14	1	3	5	3	10	5	4	1	7	1	8	3	1	4	1	8	1	1	4	1	4	2	8	3	2	1	1	9	1	11	2	2	9	8	4	5	1	7	4	1	1	2	3	2	22	3	3	3	3	1	2	10	8	4	1	2	1	5	7	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	18	5	1	4	7	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	2	1	9	3	5	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	13.35	8.7	0.372000002861023	539	25.55	2.15000000000003	23.4	12.55	20.15	20.35	6.55000000000001	897.8	97.2	56.4	18.5	268.2	172.3	177.8	232.5	21	14.6	6	5.9	38.4	10.2	-4.83406328485168	-4.91990680090701	99.4	1.2	11	136636245	0.230423845444523
GCA_946407795.1	IP-Lor-16.PacbioHiFiAssembly	IP-Lor-16	Spain	38.860067	-0.263499	IP-Lor-16	3	30	30	17	33	16	14	19	9	21	1	11	15	10	0	11	5	10	13	13	11	86	1	11	15	1	4	14	14	2	23	2	9	6	9	10	8	4	12	8	6	1	2	7	2	5	3	5	10	5	2	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	0	2	16	6	4	14	9	1	3	8	10	4	2	1	10	14	1	3	4	3	11	5	4	1	7	1	8	3	1	3	1	8	1	1	4	1	3	2	11	2	2	1	1	9	1	15	2	1	9	7	4	5	2	7	4	0	1	2	3	2	5	3	3	3	2	1	2	10	8	4	1	2	1	4	7	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	6	1	4	2	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	0	1	2	4	3	1	4	1	5	2	2	1	3	3	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	13.45	8	0.332999992370606	571.4	26.45	2.55000000000001	23.9	14.45	21.2500000000001	21.2500000000001	6.85000000000002	826	119	8.6	48.5	328	56.5	56.5	242.4	18.1	16.6	7.4	7.4	37.2	22.1	12.9233305384678	-3.25158032273104	99.4	0.9	23	139083024	0.235267217083229
GCA_946408365.1	SALE-A-10.PacbioHiFiAssembly	SALE-A-10	France	43.024966	0.965965	SALE-A-10	3	30	29	20	29	16	16	22	8	21	1	11	16	9	1	11	4	10	12	14	11	95	1	13	19	1	5	15	44	2	22	2	8	7	9	13	8	4	11	8	8	1	2	7	2	5	2	4	11	5	2	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	1	2	15	6	3	14	9	1	10	10	10	5	2	1	10	14	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	19	3	2	1	1	11	1	16	2	2	9	8	4	5	2	7	4	1	1	1	3	2	22	3	3	3	3	1	2	9	7	4	1	2	1	5	7	9	12	5	1	1	2	4	2	1	1	1	1	4	4	1	20	5	1	4	8	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	8	2	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	12.55	8.8	0.370000004768372	552.5	24.65	0.850000000000023	23.8	14.7500000000001	19.45	19.7500000000001	5.55000000000001	1149.4	122.2	73.1	15.5	335.3	246.1	250.2	281.7	22.5	15.8	5.8	5.8	41.6	25.5	-5.37013935726668	-4.83508070134896	99.4	1.2	21	136065586	0.222724385282844
GCA_946408575.1	CAMA-C-9.PacbioHiFiAssembly	CAMA-C-9	France	43.824878	2.881661	CAMA-C-9	3	31	34	18	28	16	12	21	10	22	1	11	16	9	1	11	4	10	12	13	10	78	1	11	16	1	4	16	17	2	22	2	7	9	8	14	8	4	11	8	8	1	2	7	2	5	3	5	11	4	2	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	16	7	3	14	9	1	4	10	10	5	2	1	9	13	1	3	5	3	12	5	4	1	8	1	8	2	1	4	0	8	1	1	4	1	4	2	15	3	2	1	1	9	1	12	2	2	9	8	4	5	2	7	4	1	1	2	3	2	19	3	3	3	3	1	2	10	8	4	1	2	1	5	7	9	13	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	1	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	0	1	3	4	3	1	3	1	4	2	2	1	3	3	5	1	2	1	1	1	1	2	2	1	0	2	1	1	2	1	1	1	11.85	7.9	0.322000002861023	586.4	25.2500000000001	0.750000000000057	24.5	8.35000000000002	19.7500000000001	19.7500000000001	4.65000000000003	1205.4	141.5	45.1	28.9	412.5	181.8	181.8	351.7	20.5	21.1	7.3	7.3	30.4	18	-4.48304755905094	-4.31164504552441	99.5	1.1	11	135007634	0.218848609701582
GCA_946408975.1	BELC-C-12.PacbioHiFiAssembly	BELC-C-12	France	44.389212	2.336636	BELC-C-12	3	31	28	17	31	16	16	22	8	22	1	11	15	9	1	11	5	10	13	13	12	66	1	14	18	1	3	14	17	2	23	2	13	9	9	14	8	4	12	8	8	1	2	7	2	5	1	5	10	3	2	4	3	7	14	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	16	6	2	16	9	1	7	9	10	5	2	1	10	14	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	18	2	2	1	1	9	1	13	2	2	9	8	4	5	2	7	4	1	1	2	3	2	20	3	3	3	3	1	2	9	7	4	1	2	1	5	6	8	11	5	1	1	2	4	2	1	1	1	0	5	4	1	22	5	1	4	7	1	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	1	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	1	4	3	1	3	1	4	2	2	1	3	2	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	11.45	8.3	0.34300000667572	569	24.65	0.550000000000011	24.1	8.05000000000001	19.05	19.05	4.35000000000002	1047.7	109.6	58.1	16.1	296.2	217.3	217.3	266.8	22	19	6.3	6.3	41.1	28.9	-5.54883419504985	-3.82120765501589	99.4	1.1	18	135578048	0.231761619698198
GCA_946409395.1	BROU-A-10.PacbioHiFiAssembly	BROU-A-10	France	43.999349	2.621684	BROU-A-10	3	30	27	18	35	16	15	22	10	22	1	11	16	10	1	11	4	10	13	13	9	108	1	14	18	1	3	14	14	1	24	2	14	7	9	15	8	4	11	8	8	1	2	7	2	5	3	5	11	4	2	4	2	7	14	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	16	6	4	16	9	1	4	9	10	5	2	1	9	14	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	8	3	2	1	1	11	1	11	2	1	9	8	4	5	1	7	4	1	1	2	3	2	22	3	3	3	2	1	2	9	8	4	1	2	1	3	6	8	14	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	7	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	1	1	2	4	2	1	3	1	4	2	2	1	9	2	4	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	12.15	8.2	0.33199999332428	588.2	25.85	1.05000000000001	24.8	8.65000000000003	20.05	20.05	4.95000000000005	1098.1	119.9	48.9	21.6	336.7	194.1	194.1	318.4	21	20.5	6.8	7	37.6	21.5	-4.63189862351291	-5.20843288843066	99.4	1.1	26	133375868	0.212196917061488
GCA_946409815.1	SALE-A-17.PacbioHiFiAssembly	SALE-A-17	France	43.024966	0.965965	SALE-A-17	3	30	28	20	29	16	16	22	10	21	1	11	16	9	1	11	4	10	12	14	11	95	1	13	19	1	5	15	44	2	22	2	8	7	9	13	8	4	12	8	8	1	2	7	2	5	2	4	11	5	2	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	1	2	15	6	4	14	9	1	10	10	10	5	2	1	10	14	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	19	3	2	1	1	11	1	14	2	2	9	8	4	5	2	7	4	1	1	1	3	2	22	3	3	3	3	1	2	9	7	4	1	2	1	5	7	9	12	5	1	1	2	4	2	1	1	1	1	4	4	1	20	5	1	4	8	1	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	8	2	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	12.55	8.8	0.370000004768372	552.5	24.65	0.850000000000023	23.8	14.7500000000001	19.45	19.7500000000001	5.55000000000001	1149.4	122.2	73.1	15.5	335.3	246.1	250.2	281.7	22.5	15.8	5.8	5.8	41.6	25.5	-5.36990766665518	-4.86287129921411	99.4	1.1	15	134914634	0.225325089641499
GCA_946410165.1	BARC-A-12.PacbioHiFiAssembly	BARC-A-12	France	43.362044	0.387723	BARC-A-12	3	31	25	14	31	16	16	22	9	21	1	11	15	9	1	11	5	10	15	14	11	94	1	12	20	1	5	14	14	2	22	2	12	7	8	14	8	4	11	8	8	1	2	7	2	5	1	5	10	4	2	4	3	7	13	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	16	7	2	15	9	1	4	9	10	5	2	1	9	14	1	3	5	3	10	5	4	1	7	1	8	3	1	4	1	8	1	1	4	1	4	2	8	3	2	1	1	9	1	11	2	2	9	8	4	5	1	7	4	1	1	2	3	2	22	3	3	3	3	1	2	10	8	4	1	2	1	5	7	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	18	5	1	4	7	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	2	1	9	3	5	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	13.35	8.7	0.372000002861023	539	25.55	2.15000000000003	23.4	12.55	20.15	20.35	6.55000000000001	897.8	97.2	56.4	18.5	268.2	172.3	177.8	232.5	21	14.6	6	5.9	38.4	10.2	-4.8298016650326	-4.89015555264133	99.4	1.2	11	136411919	0.229803680131499
GCA_946410485.1	IP-Alo-19.PacbioHiFiAssembly	IP-Alo-19	Spain	40.109691	-7.476146	IP-Alo-19	3	30	29	16	27	16	17	21	10	21	1	11	15	10	1	11	5	10	11	12	10	90	1	12	12	1	4	12	54	2	21	1	10	6	9	15	8	4	11	8	6	1	2	7	2	5	3	5	14	5	2	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	1	1	2	1	2	15	5	3	15	9	1	7	9	10	5	2	1	9	14	1	3	6	3	11	5	4	1	7	1	8	3	1	4	1	8	1	1	4	1	4	2	52	3	2	1	1	10	1	15	2	2	9	4	4	5	2	7	4	1	1	2	3	2	22	3	3	3	1	1	2	9	8	4	1	2	1	4	7	9	10	5	1	0	2	4	2	1	1	1	1	5	4	1	20	5	1	4	6	0	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	5	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	2	1	3	4	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	12.95	9.6	0.36800000667572	561.6	27.95	1.75000000000006	26.2	9.65000000000003	20.65	20.65	6.35000000000002	1257.1	214.3	12	61	566.7	64.5	64.5	491.6	18.8	14.8	5.2	5.1	46.4	40	11.6369157169812	-1.66273965608401	99.3	1.1	20	137851100	0.235132958677878
