"assembly","gene","scaffold","start","end","group","win_start","win_end","window_bp","window","n_te","te_classes","te_bp","te_fraction","nearest_te_dist"
"GCA_020911765.2_ASM2091176v2_genomic","AT3G20120","CP087128.1",7028985,7031674,"Family",7028985,7031674,2690,"gene_body",0,NA,0,0,8963
"GCA_020911765.2_ASM2091176v2_genomic","AT3G20130","CP087128.1",7032500,7034608,"Family",7032500,7034608,2109,"gene_body",0,NA,0,0,11496
"GCA_020911765.2_ASM2091176v2_genomic","AT3G20140","CP087128.1",7034837,7036589,"Family",7034837,7036589,1753,"gene_body",0,NA,0,0,9515
"GCA_020911765.2_ASM2091176v2_genomic","AT3G20935","CP087128.1",7339864,7341698,"Family",7339864,7341698,1835,"gene_body",0,NA,0,0,5922
"GCA_020911765.2_ASM2091176v2_genomic","AT3G20940","CP087128.1",7348292,7349675,"Family",7348292,7349675,1384,"gene_body",1,"LTR/unknown",360,0.260115606936416,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G20940","CP087128.1",7345325,7347388,"Family",7345325,7347388,2064,"gene_body",0,NA,0,0,232
"GCA_020911765.2_ASM2091176v2_genomic","AT3G20950","CP087130.2",24333883,24336462,"Family",24333883,24336462,2580,"gene_body",2,"LTR/unknown",371,0.143798449612403,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G20950","CP087128.1",7348360,7350429,"Family",7348360,7350429,2070,"gene_body",1,"LTR/unknown",360,0.173913043478261,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G20960","CP087128.1",7350946,7352895,"Family",7350946,7352895,1950,"gene_body",0,NA,0,0,2061
"GCA_020911765.2_ASM2091176v2_genomic","AT3G32047","CP087128.1",13068846,13070566,"Family",13068846,13070566,1721,"gene_body",0,NA,0,0,36
"GCA_020911765.2_ASM2091176v2_genomic","AT4G15330","CP087129.2",12257859,12259836,"Family",12257859,12259836,1978,"gene_body",0,NA,0,0,5932
"GCA_020911765.2_ASM2091176v2_genomic","AT4G15350","CP087129.2",12269371,12271316,"Family",12269371,12271316,1946,"gene_body",0,NA,0,0,3212
"GCA_020911765.2_ASM2091176v2_genomic","AT4G15360","CP087129.2",12276726,12278507,"Family",12276726,12278507,1782,"gene_body",0,NA,0,0,857
"GCA_020911765.2_ASM2091176v2_genomic","AT4G15380","CP087129.2",12295212,12297142,"Family",12295212,12297142,1931,"gene_body",0,NA,0,0,2270
"GCA_020911765.2_ASM2091176v2_genomic","AT5G42580","CP087130.2",20190212,20192072,"Family",20190212,20192072,1861,"gene_body",0,NA,0,0,1780
"GCA_020911765.2_ASM2091176v2_genomic","AT5G47990","CP087130.2",22601516,22603507,"Family",22601516,22603507,1992,"gene_body",0,NA,0,0,1005
"GCA_020911765.2_ASM2091176v2_genomic","AT1G30920","CP087126.2",11025735,11027095,"Family",11025735,11027095,1361,"gene_body",0,NA,0,0,387
"GCA_020911765.2_ASM2091176v2_genomic","AT1G30930","CP087126.2",11036434,11037564,"Family",11036434,11037564,1131,"gene_body",0,NA,0,0,92
"GCA_020911765.2_ASM2091176v2_genomic","AT1G31080","CP087126.2",11113483,11114550,"Family",11113483,11114550,1068,"gene_body",0,NA,0,0,1193
"GCA_020911765.2_ASM2091176v2_genomic","AT1G31090","CP087126.2",11116058,11117300,"Family",11116058,11117300,1243,"gene_body",0,NA,0,0,1250
"GCA_020911765.2_ASM2091176v2_genomic","AT1G67130","CP087126.2",27299848,27301211,"Family",27299848,27301211,1364,"gene_body",0,NA,0,0,20102
"GCA_020911765.2_ASM2091176v2_genomic","AT3G56890","CP087128.1",23744295,23745212,"Family",23744295,23745212,918,"gene_body",0,NA,0,0,34387
"GCA_020911765.2_ASM2091176v2_genomic","AT3G57580","CP087128.1",24001993,24003881,"Family",24001993,24003881,1889,"gene_body",0,NA,0,0,277
"GCA_020911765.2_ASM2091176v2_genomic","AT3G57590","CP087128.1",24011421,24013004,"Family",24011421,24013004,1584,"gene_body",0,NA,0,0,2377
"GCA_020911765.2_ASM2091176v2_genomic","AT5G38810","CP087130.2",18647731,18648787,"Family",18647731,18648787,1057,"gene_body",0,NA,0,0,4346
"GCA_020911765.2_ASM2091176v2_genomic","AT5G42430","CP087130.2",20138022,20139209,"Family",20138022,20139209,1188,"gene_body",0,NA,0,0,4761
"GCA_020911765.2_ASM2091176v2_genomic","AT1G33540","CP087126.2",12183985,12186587,"Family",12183985,12186587,2603,"gene_body",0,NA,0,0,1566
"GCA_020911765.2_ASM2091176v2_genomic","AT1G73270","CP087126.2",29749615,29753111,"Family",29749615,29753111,3497,"gene_body",0,NA,0,0,3639
"GCA_020911765.2_ASM2091176v2_genomic","AT1G73280","CP087128.1",3904335,3907356,"Family",3904335,3907356,3022,"gene_body",0,NA,0,0,4400
"GCA_020911765.2_ASM2091176v2_genomic","AT1G73280","CP087126.2",29753244,29755916,"Family",29753244,29755916,2673,"gene_body",0,NA,0,0,834
"GCA_020911765.2_ASM2091176v2_genomic","AT3G12220","CP087126.2",29752956,29755820,"Family",29752956,29755820,2865,"gene_body",0,NA,0,0,930
"GCA_020911765.2_ASM2091176v2_genomic","AT1G73310","CP087128.1",3904333,3907359,"Family",3904333,3907359,3027,"gene_body",0,NA,0,0,4398
"GCA_020911765.2_ASM2091176v2_genomic","AT1G73290","CP087126.2",29756762,29759368,"Family",29756762,29759368,2607,"gene_body",1,"LINE/L1",67,0.0257000383582662,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G73300","CP087126.2",29760077,29763232,"Family",29760077,29763232,3156,"gene_body",0,NA,0,0,3248
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36180","CP087130.2",24333886,24336462,"Family",24333886,24336462,2577,"gene_body",2,"LTR/unknown",371,0.143965851765619,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G73310","CP087126.2",29763037,29765774,"Family",29763037,29765774,2738,"gene_body",0,NA,0,0,6208
"GCA_020911765.2_ASM2091176v2_genomic","AT2G22920","CP087127.2",12915466,12919435,"Family",12915466,12919435,3970,"gene_body",2,"DNA/Helitron, LTR/Copia",155,0.0390428211586902,0
"GCA_020911765.2_ASM2091176v2_genomic","AT2G22970","CP087127.2",12936584,12940396,"Family",12936584,12940396,3813,"gene_body",0,NA,0,0,4778
"GCA_020911765.2_ASM2091176v2_genomic","AT2G22980","CP087127.2",12940594,12945145,"Family",12940594,12945145,4552,"gene_body",0,NA,0,0,29
"GCA_020911765.2_ASM2091176v2_genomic","AT2G22990","CP087127.2",12947922,12952170,"Family",12947922,12952170,4249,"gene_body",0,NA,0,0,643
"GCA_020911765.2_ASM2091176v2_genomic","AT2G23000","CP087127.2",12954001,12958243,"Family",12954001,12958243,4243,"gene_body",1,"LINE/unknown",114,0.0268677822295546,0
"GCA_020911765.2_ASM2091176v2_genomic","AT2G23010","CP087127.2",12960592,12964511,"Family",12960592,12964511,3920,"gene_body",0,NA,0,0,946
"GCA_020911765.2_ASM2091176v2_genomic","AT3G10450","CP087128.1",3255052,3258121,"Family",3255052,3258121,3070,"gene_body",0,NA,0,0,61018
"GCA_020911765.2_ASM2091176v2_genomic","AT3G12203","CP087128.1",3896715,3900186,"Family",3896715,3900186,3472,"gene_body",1,"LINE/unknown",72,0.0207373271889401,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G12220","CP087128.1",3901762,3904574,"Family",3901762,3904574,2813,"gene_body",0,NA,0,0,1827
"GCA_020911765.2_ASM2091176v2_genomic","AT3G12230","CP087128.1",3904919,3907434,"Family",3904919,3907434,2516,"gene_body",0,NA,0,0,4984
"GCA_020911765.2_ASM2091176v2_genomic","AT3G12240","CP087128.1",3907809,3910547,"Family",3907809,3910547,2739,"gene_body",0,NA,0,0,7874
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36180","CP087130.2",17405504,17408704,"Family",17405504,17408704,3201,"gene_body",2,"LINE/L1, LTR/unknown",346,0.108091221493283,0
"GCA_020911765.2_ASM2091176v2_genomic","AT2G22440","CP087127.2",12690743,12691893,"Family",12690743,12691893,1151,"gene_body",1,"LINE/L1",1151,1,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46650","CP087128.1",19866939,19869307,"Family",19866939,19869307,2369,"gene_body",0,NA,0,0,1347
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46660","CP087128.1",19870325,19872835,"Family",19870325,19872835,2511,"gene_body",0,NA,0,0,4733
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46670","CP087128.1",19874075,19875883,"Family",19874075,19875883,1809,"gene_body",0,NA,0,0,8483
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46680","CP087128.1",19876804,19878229,"Family",19876804,19878229,1426,"gene_body",0,NA,0,0,8578
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46690","CP087128.1",19878929,19880849,"Family",19878929,19880849,1921,"gene_body",0,NA,0,0,5958
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46700","CP087128.1",19881653,19883560,"Family",19881653,19883560,1908,"gene_body",0,NA,0,0,3247
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46720","CP087128.1",19892105,19894027,"Family",19892105,19894027,1923,"gene_body",0,NA,0,0,67
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37950","CP087130.2",18223124,18225326,"Family",18223124,18225326,2203,"gene_body",0,NA,0,0,2603
"GCA_020911765.2_ASM2091176v2_genomic","AT5G38010","CP087130.2",18265439,18267556,"Family",18265439,18267556,2118,"gene_body",0,NA,0,0,1211
"GCA_020911765.2_ASM2091176v2_genomic","AT5G38040","CP087130.2",18292190,18294097,"Family",18292190,18294097,1908,"gene_body",0,NA,0,0,2025
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59580","CP087130.2",27181281,27183239,"Family",27181281,27183239,1959,"gene_body",0,NA,0,0,2620
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59590","CP087130.2",27184197,27186020,"Family",27184197,27186020,1824,"gene_body",0,NA,0,0,5536
"GCA_020911765.2_ASM2091176v2_genomic","AT3G43170","CP087128.1",17853329,17853935,"Family",17853329,17853935,607,"gene_body",0,NA,0,0,150
"GCA_020911765.2_ASM2091176v2_genomic","AT3G43970","CP087128.1",18458872,18459630,"Family",18458872,18459630,759,"gene_body",0,NA,0,0,2301
"GCA_020911765.2_ASM2091176v2_genomic","AT5G52930","CP087130.2",24645565,24647127,"Family",24645565,24647127,1563,"gene_body",0,NA,0,0,58228
"GCA_020911765.2_ASM2091176v2_genomic","AT5G52940","CP087130.2",24647369,24648868,"Family",24647369,24648868,1500,"gene_body",0,NA,0,0,56487
"GCA_020911765.2_ASM2091176v2_genomic","AT5G53230","CP087130.2",24774113,24775273,"Family",24774113,24775273,1161,"gene_body",0,NA,0,0,14246
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54320","CP087130.2",25238071,25239180,"Family",25238071,25239180,1110,"gene_body",0,NA,0,0,40947
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54330","CP087130.2",25240259,25241329,"Family",25240259,25241329,1071,"gene_body",0,NA,0,0,43135
"GCA_020911765.2_ASM2091176v2_genomic","AT5G55870","CP087130.2",25787949,25788623,"Family",25787949,25788623,675,"gene_body",0,NA,0,0,43
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54420","CP087130.2",25271071,25271346,"Family",25271071,25271346,276,"gene_body",0,NA,0,0,54447
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54450","CP087130.2",25283540,25284646,"Family",25283540,25284646,1107,"gene_body",0,NA,0,0,41147
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54550","CP087130.2",25333632,25334833,"Family",25333632,25334833,1202,"gene_body",0,NA,0,0,7763
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54560","CP087130.2",25336199,25337781,"Family",25336199,25337781,1583,"gene_body",0,NA,0,0,10330
"GCA_020911765.2_ASM2091176v2_genomic","AT5G55270","CP087130.2",25594455,25595826,"Family",25594455,25595826,1372,"gene_body",0,NA,0,0,41371
"GCA_020911765.2_ASM2091176v2_genomic","AT5G55870","CP087130.2",25240259,25240632,"Family",25240259,25240632,374,"gene_body",0,NA,0,0,43135
"GCA_020911765.2_ASM2091176v2_genomic","AT5G55880","CP087130.2",25794416,25795516,"Family",25794416,25795516,1101,"gene_body",0,NA,0,0,655
"GCA_020911765.2_ASM2091176v2_genomic","AT5G55890","CP087130.2",25798049,25799149,"Family",25798049,25799149,1101,"gene_body",0,NA,0,0,713
"GCA_020911765.2_ASM2091176v2_genomic","AT1G66610","CP087126.2",27050299,27052033,"Family",27050299,27052033,1735,"gene_body",0,NA,0,0,25908
"GCA_020911765.2_ASM2091176v2_genomic","AT1G66620","CP087126.2",27053092,27054736,"Family",27053092,27054736,1645,"gene_body",0,NA,0,0,23205
"GCA_020911765.2_ASM2091176v2_genomic","AT1G66630","CP087126.2",27055869,27057297,"Family",27055869,27057297,1429,"gene_body",0,NA,0,0,20644
"GCA_020911765.2_ASM2091176v2_genomic","AT1G66650","CP087126.2",27060500,27062404,"Family",27060500,27062404,1905,"gene_body",0,NA,0,0,15537
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37870","CP087130.2",18181007,18182094,"Family",18181007,18182094,1088,"gene_body",0,NA,0,0,795
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37890","CP087130.2",18196919,18199196,"Family",18196919,18199196,2278,"gene_body",0,NA,0,0,430
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37900","CP087130.2",18201144,18202043,"Family",18201144,18202043,900,"gene_body",0,NA,0,0,718
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37910","CP087130.2",18203451,18204559,"Family",18203451,18204559,1109,"gene_body",1,"LINE/L1",62,0.0559062218214608,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37930","CP087130.2",18209306,18210971,"Family",18209306,18210971,1666,"gene_body",0,NA,0,0,2996
"GCA_020911765.2_ASM2091176v2_genomic","AT5G62800","CP087130.2",28394409,28395742,"Family",28394409,28395742,1334,"gene_body",0,NA,0,0,7763
"GCA_020911765.2_ASM2091176v2_genomic","AT5G27606","CP087130.2",9763429,9764829,"Family",9763429,9764829,1401,"gene_body",0,NA,0,0,221
"GCA_020911765.2_ASM2091176v2_genomic","AT1G56380","CP087126.2",23307210,23308584,"Family",23307210,23308584,1375,"gene_body",0,NA,0,0,654
"GCA_020911765.2_ASM2091176v2_genomic","AT1G61960","CP087126.2",25102714,25104524,"Family",25102714,25104524,1811,"gene_body",0,NA,0,0,4979
"GCA_020911765.2_ASM2091176v2_genomic","AT1G61970","CP087126.2",25105013,25108294,"Family",25105013,25108294,3282,"gene_body",0,NA,0,0,7278
"GCA_020911765.2_ASM2091176v2_genomic","AT1G61980","CP087126.2",25108582,25111442,"Family",25108582,25111442,2861,"gene_body",0,NA,0,0,10847
"GCA_020911765.2_ASM2091176v2_genomic","AT1G61990","CP087126.2",25111723,25113686,"Family",25111723,25113686,1964,"gene_body",0,NA,0,0,13988
"GCA_020911765.2_ASM2091176v2_genomic","AT1G62085","CP087126.2",25148407,25151052,"Family",25148407,25151052,2646,"gene_body",0,NA,0,0,2610
"GCA_020911765.2_ASM2091176v2_genomic","AT1G62110","CP087126.2",25158440,25160448,"Family",25158440,25160448,2009,"gene_body",0,NA,0,0,3854
"GCA_020911765.2_ASM2091176v2_genomic","AT1G62120","CP087126.2",25160703,25162667,"Family",25160703,25162667,1965,"gene_body",0,NA,0,0,6117
"GCA_020911765.2_ASM2091176v2_genomic","AT1G62490","CP087126.2",25330436,25332097,"Family",25330436,25332097,1662,"gene_body",0,NA,0,0,4179
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46950","CP087128.1",19970857,19972451,"Family",19970857,19972451,1595,"gene_body",0,NA,0,0,8186
"GCA_020911765.2_ASM2091176v2_genomic","AT5G23930","CP087130.2",8085855,8087607,"Family",8085855,8087607,1753,"gene_body",0,NA,0,0,5370
"GCA_020911765.2_ASM2091176v2_genomic","AT3G47090","CP087128.1",20022722,20026249,"Family",20022722,20026249,3528,"gene_body",0,NA,0,0,8596
"GCA_020911765.2_ASM2091176v2_genomic","AT3G47110","CP087128.1",20028590,20032440,"Family",20028590,20032440,3851,"gene_body",0,NA,0,0,5238
"GCA_020911765.2_ASM2091176v2_genomic","AT3G47570","CP087128.1",20208997,20212531,"Family",20208997,20212531,3535,"gene_body",0,NA,0,0,7771
"GCA_020911765.2_ASM2091176v2_genomic","AT3G47580","CP087128.1",20214102,20217549,"Family",20214102,20217549,3448,"gene_body",0,NA,0,0,10355
"GCA_020911765.2_ASM2091176v2_genomic","AT5G20480","CP087130.2",6932566,6936958,"Family",6932566,6936958,4393,"gene_body",0,NA,0,0,7278
"GCA_020911765.2_ASM2091176v2_genomic","AT5G39390","CP087130.2",18925243,18926997,"Family",18925243,18926997,1755,"gene_body",0,NA,0,0,493
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46840","CP087128.1",19932499,19935601,"Family",19932499,19935601,3103,"gene_body",0,NA,0,0,14019
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46850","CP087128.1",19937826,19940950,"Family",19937826,19940950,3125,"gene_body",0,NA,0,0,8670
"GCA_020911765.2_ASM2091176v2_genomic","AT5G58820","CP087130.2",26927287,26930289,"Family",26927287,26930289,3003,"gene_body",0,NA,0,0,528
"GCA_020911765.2_ASM2091176v2_genomic","AT5G58830","CP087130.2",26931106,26934015,"Family",26931106,26934015,2910,"gene_body",1,"LTR/Copia",45,0.0154639175257732,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G58840","CP087130.2",26934334,26937769,"Family",26934334,26937769,3436,"gene_body",0,NA,0,0,3019
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59090","CP087130.2",27027010,27030830,"Family",27027010,27030830,3821,"gene_body",0,NA,0,0,3063
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59100","CP087130.2",27034204,27037460,"Family",27034204,27037460,3257,"gene_body",0,NA,0,0,10257
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59110","CP087130.2",27038861,27039379,"Family",27038861,27039379,519,"gene_body",0,NA,0,0,14914
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59120","CP087130.2",27040003,27043414,"Family",27040003,27043414,3412,"gene_body",0,NA,0,0,16056
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59130","CP087130.2",27045311,27049180,"Family",27045311,27049180,3870,"gene_body",0,NA,0,0,21364
"GCA_020911765.2_ASM2091176v2_genomic","AT1G56510","CP087126.2",23373452,23379519,"Family",23373452,23379519,6068,"gene_body",2,"DNA/Helitron",493,0.0812458800263678,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G56520","CP087126.2",23380496,23384964,"Family",23380496,23384964,4469,"gene_body",0,NA,0,0,1532
"GCA_020911765.2_ASM2091176v2_genomic","AT1G56540","CP087126.2",23387472,23391382,"Family",23387472,23391382,3911,"gene_body",0,NA,0,0,538
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63730","CP087126.2",25842339,25845701,"Family",25842339,25845701,3363,"gene_body",0,NA,0,0,17691
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63740","CP087126.2",25845775,25849858,"Family",25845775,25849858,4084,"gene_body",0,NA,0,0,21127
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63750","CP087126.2",25851409,25856022,"Family",25851409,25856022,4614,"gene_body",0,NA,0,0,26761
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63860","CP087126.2",25901979,25906629,"Family",25901979,25906629,4651,"gene_body",0,NA,0,0,4206
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63870","CP087126.2",25907702,25912515,"Family",25907702,25912515,4814,"gene_body",1,"DNA/Helitron",257,0.0533859576235978,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63880","CP087126.2",25912787,25916777,"Family",25912787,25916777,3991,"gene_body",0,NA,0,0,1694
"GCA_020911765.2_ASM2091176v2_genomic","AT1G64070","CP087126.2",25980498,25984020,"Family",25980498,25984020,3523,"gene_body",0,NA,0,0,30662
"GCA_020911765.2_ASM2091176v2_genomic","AT2G16870","CP087127.2",10469774,10473600,"Family",10469774,10473600,3827,"gene_body",0,NA,0,0,10481
"GCA_020911765.2_ASM2091176v2_genomic","AT4G14370","CP087129.2",11786139,11790040,"Family",11786139,11790040,3902,"gene_body",0,NA,0,0,11401
"GCA_020911765.2_ASM2091176v2_genomic","AT5G35510","CP087130.2",16864890,16866538,"Family",16864890,16866538,1649,"gene_body",1,"LINE/L1",98,0.0594299575500303,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G38850","CP087130.2",18662403,18666129,"Family",18662403,18666129,3727,"gene_body",0,NA,0,0,6256
"GCA_020911765.2_ASM2091176v2_genomic","AT5G58120","CP087130.2",26692585,26696396,"Family",26692585,26696396,3812,"gene_body",0,NA,0,0,84373
"GCA_020911765.2_ASM2091176v2_genomic","AT1G37020","CP087126.2",14054849,14057857,"Family",14054849,14057857,3009,"gene_body",0,NA,0,0,434
"GCA_020911765.2_ASM2091176v2_genomic","AT1G42525","CP087126.2",18149914,18151772,"Family",18149914,18151772,1859,"gene_body",0,NA,0,0,548
"GCA_020911765.2_ASM2091176v2_genomic","AT2G10260","CP087127.2",7051203,7053916,"Family",7051203,7053916,2714,"gene_body",0,NA,0,0,1510
"GCA_020911765.2_ASM2091176v2_genomic","AT3G30305","CP087128.1",11931801,11933196,"Family",11931801,11933196,1396,"gene_body",0,NA,0,0,235
"GCA_020911765.2_ASM2091176v2_genomic","AT3G31910","CP087128.1",12915777,12918291,"Family",12915777,12918291,2515,"gene_body",0,NA,0,0,3192
"GCA_020911765.2_ASM2091176v2_genomic","AT4G08430","CP087129.2",8850966,8854006,"Family",8850966,8854006,3041,"gene_body",0,NA,0,0,370
"GCA_020911765.2_ASM2091176v2_genomic","AT5G28235","CP087130.2",10839654,10840784,"Family",10839654,10840784,1131,"gene_body",0,NA,0,0,39
"GCA_020911765.2_ASM2091176v2_genomic","AT5G28810","CP087130.2",21638069,21641162,"Family",21638069,21641162,3094,"gene_body",0,NA,0,0,253
"GCA_020911765.2_ASM2091176v2_genomic","AT5G45570","CP087129.2",8850966,8854444,"Family",8850966,8854444,3479,"gene_body",0,NA,0,0,370
"GCA_020911765.2_ASM2091176v2_genomic","AT5G45570","CP087130.2",21638251,21642327,"Family",21638251,21642327,4077,"gene_body",3,"DNA/MULE-MuDR",365,0.0895266127054207,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G28235","CP087130.2",10212689,10214753,"Family",10212689,10214753,2065,"gene_body",0,NA,0,0,2362
"GCA_020911765.2_ASM2091176v2_genomic","AT5G45570","CP087130.2",10837854,10840784,"Family",10837854,10840784,2931,"gene_body",0,NA,0,0,39
"GCA_020911765.2_ASM2091176v2_genomic","AT5G28810","CP087130.2",10837577,10840867,"Family",10837577,10840867,3291,"gene_body",1,"DNA/MULE-MuDR",44,0.0133697964144637,0
